PVSYST 7.2.11,,,,,,,,,,,,,
,File,File date,Description,,,,,,,,,,
Project,test26kw_Project.PRJ,04/10/22 18h35,test26kw,,,,,,,,,,
Geographical Site,Chatuchak_MN80.SIT,04/10/22 18h35,Chatuchak;Thailand;Asia;,,,,,,,,,,
Meteo data,Chatuchak_MN80_SYN.MET,04/10/22 18h13,Chatuchak;Meteonorm 8.0 (1996-2015);Synthetic,,,,,,,,,,
Simulation variant,test26kw_Project.VC0,04/10/22 21h05,New simulation variant,,,,,,,,,,
Simulation date,,05/10/22 23h03,,,,,,,,,,,
,,,,,,,,,,,,,
Simulation:,Hourly values, from 01/01/90, to 31/12/90 ,,,,,,,,,,
,,,,,,,,,,,,,
date,GlobInc,GlobEff,EArray,E_Grid,PR,,,,,,,,
    ,W/m²,W/m²,kW,kW,ratio,,,,,,,,
,,,,,,,,load,,loadcomparesolar?,,,load-solar
25/03/90 13:00,923.62,918.95,19.325,18.977,0.7982,,,95.04,,19.325,,,75.715
25/03/90 14:00,817.37,811.03,17.378,17.066,0.8111,,,98.5,,17.378,,,81.122
25/03/90 15:00,649.7,639.88,14.109,13.851,0.8283,,,89.78,,14.109,,,75.671
25/03/90 16:00,422.24,403.85,9.1982,9.0042,0.8285,,,54.92,,9.1982,,,45.7218
25/03/90 17:00,176.47,145.75,3.3384,3.2212,0.7092,,,46.3,,3.3384,,,42.9616
25/03/90 18:00,0,0,0,-0.002,1,,,40.18,,0,,,40.18
25/03/90 19:00,0,0,0,-0.002,1,,,32.38,,0,,,32.38
25/03/90 20:00,0,0,0,-0.002,1,,,28.94,,0,,,28.94
25/03/90 21:00,0,0,0,-0.002,1,,,20.6,,0,,,20.6
25/03/90 22:00,0,0,0,-0.002,1,,,19.18,,0,,,19.18
25/03/90 23:00,0,0,0,-0.002,1,,,18.2,,0,,,18.2
26/03/90 00:00,0,0,0,-0.002,1,,,14.98,,0,,,14.98
26/03/90 01:00,0,0,0,-0.002,1,,,12.72,,0,,,12.72
26/03/90 02:00,0,0,0,-0.002,1,,,12.56,,0,,,12.56
26/03/90 03:00,0,0,0,-0.002,1,,,10.06,,0,,,10.06
26/03/90 04:00,0,0,0,-0.002,1,,,9.48,,0,,,9.48
26/03/90 05:00,0,0,0,-0.002,1,,,10.26,,0,,,10.26
26/03/90 06:00,0,0,0,-0.002,1,,,14.26,,0,,,14.26
26/03/90 07:00,179.35,159.99,3.7775,3.6546,0.7916,,,20.72,,3.7775,,,16.9425
26/03/90 08:00,405.39,391.44,9.1587,8.9652,0.8592,,,29.42,,9.1587,,,20.2613
26/03/90 09:00,647.64,637.61,14.374,14.112,0.8465,,,56.38,,14.374,,,42.006
26/03/90 10:00,736.85,729.17,16.107,15.817,0.8339,,,67.1,,16.107,,,50.993
26/03/90 11:00,869,862.9,18.515,18.181,0.8128,,,66.58,,18.515,,,48.065
26/03/90 12:00,893.1,887.77,18.875,18.536,0.8063,,,66.46,,18.875,,,47.585
26/03/90 13:00,834.2,827.8,17.752,17.433,0.8119,,,84.26,,17.752,,,66.508
26/03/90 14:00,755.94,748.49,16.256,15.964,0.8204,,,87.52,,16.256,,,71.264
26/03/90 15:00,548.8,537.43,12.062,11.83,0.8375,,,83.76,,12.062,,,71.698
26/03/90 16:00,339.08,324.61,7.4632,7.292,0.8355,,,60.98,,7.4632,,,53.5168
26/03/90 17:00,125.12,112.15,2.5548,2.4478,0.76,,,52.68,,2.5548,,,50.1252
26/03/90 18:00,0,0,0,-0.002,1,,,45.38,,0,,,45.38
26/03/90 19:00,0,0,0,-0.002,1,,,26.5,,0,,,26.5
26/03/90 20:00,0,0,0,-0.002,1,,,16.48,,0,,,16.48
26/03/90 21:00,0,0,0,-0.002,1,,,10.88,,0,,,10.88
26/03/90 22:00,0,0,0,-0.002,1,,,12.8,,0,,,12.8
26/03/90 23:00,0,0,0,-0.002,1,,,13.76,,0,,,13.76
27/03/90 00:00,0,0,0,-0.002,1,,,11.16,,0,,,11.16
27/03/90 01:00,0,0,0,-0.002,1,,,10.76,,0,,,10.76
27/03/90 02:00,0,0,0,-0.002,1,,,11.88,,0,,,11.88
27/03/90 03:00,0,0,0,-0.002,1,,,9.26,,0,,,9.26
27/03/90 04:00,0,0,0,-0.002,1,,,10.2,,0,,,10.2
27/03/90 05:00,0,0,0,-0.002,1,,,9.7,,0,,,9.7
27/03/90 06:00,0,0,0,-0.002,1,,,9.1,,0,,,9.1
27/03/90 07:00,158.62,144.86,3.3982,3.2802,0.8034,,,11.54,,3.3982,,,8.1418
27/03/90 08:00,400.37,386.45,9.0048,8.8133,0.8552,,,11.5,,9.0048,,,2.4952
27/03/90 09:00,520.03,508.02,11.62,11.394,0.8512,,,21.84,,11.62,,,10.22
27/03/90 10:00,697.87,688.58,15.257,14.982,0.834,,,32.76,,15.257,,,17.503
27/03/90 11:00,786.68,777.85,16.889,16.585,0.819,,,42.54,,16.889,,,25.651
27/03/90 12:00,930.54,924.82,19.429,19.079,0.7965,,,45.52,,19.429,,,26.091
27/03/90 13:00,893.48,887.41,18.707,18.371,0.7988,,,47.42,,18.707,,,28.713
27/03/90 14:00,745,737.41,15.95,15.663,0.8168,,,47.34,,15.95,,,31.39
27/03/90 15:00,587.94,577.28,12.803,12.562,0.8301,,,47.56,,12.803,,,34.757
27/03/90 16:00,317.53,304.15,6.9577,6.793,0.8311,,,32.3,,6.9577,,,25.3423
27/03/90 17:00,131.14,117.36,2.6611,2.5527,0.7563,,,32,,2.6611,,,29.3389
27/03/90 18:00,0,0,0,-0.002,1,,,23.84,,0,,,23.84
27/03/90 19:00,0,0,0,-0.002,1,,,19.06,,0,,,19.06
27/03/90 20:00,0,0,0,-0.002,1,,,13.12,,0,,,13.12
27/03/90 21:00,0,0,0,-0.002,1,,,14.9,,0,,,14.9
27/03/90 22:00,0,0,0,-0.002,1,,,13.4,,0,,,13.4
27/03/90 23:00,0,0,0,-0.002,1,,,12.8,,0,,,12.8
28/03/90 00:00,0,0,0,-0.002,1,,,12.08,,0,,,12.08
28/03/90 01:00,0,0,0,-0.002,1,,,11.72,,0,,,11.72
28/03/90 02:00,0,0,0,-0.002,1,,,9.26,,0,,,9.26
28/03/90 03:00,0,0,0,-0.002,1,,,9.06,,0,,,9.06
28/03/90 04:00,0,0,0,-0.002,1,,,9.2,,0,,,9.2
28/03/90 05:00,0,0,0,-0.002,1,,,9.02,,0,,,9.02
28/03/90 06:00,7.9773,7.9117,0.1324,0.0092,0.0447,,,10.74,,0.1324,,,10.6076
28/03/90 07:00,193.26,170.91,4.0288,3.9025,0.7845,,,11.08,,4.0288,,,7.0512
28/03/90 08:00,435.27,420.6,9.7801,9.5784,0.8549,,,8.6,,8.6,,,0
28/03/90 09:00,669.48,660.03,14.772,14.505,0.8417,,,11.4,,11.4,,,0
28/03/90 10:00,842.84,837.07,18.054,17.729,0.8172,,,13.58,,13.58,,,0
28/03/90 11:00,952.39,947.14,19.872,19.514,0.796,,,13.4,,13.4,,,0
28/03/90 12:00,962.46,957.23,19.948,19.589,0.7907,,,12.52,,12.52,,,0
28/03/90 13:00,892.48,887.24,18.695,18.358,0.7991,,,17.54,,17.54,,,0
28/03/90 14:00,773.38,766.45,16.495,16.199,0.8137,,,15.96,,15.96,,,0
28/03/90 15:00,596.49,586.14,12.992,12.748,0.8303,,,14.92,,12.992,,,1.928
28/03/90 16:00,355.71,340.18,7.773,7.5977,0.8298,,,13.94,,7.773,,,6.167
28/03/90 17:00,146.85,126.1,2.8705,2.7594,0.73,,,15.94,,2.8705,,,13.0695
28/03/90 18:00,0,0,0,-0.002,1,,,11.32,,0,,,11.32
28/03/90 19:00,0,0,0,-0.002,1,,,11.88,,0,,,11.88
28/03/90 20:00,0,0,0,-0.002,1,,,14.14,,0,,,14.14
28/03/90 21:00,0,0,0,-0.002,1,,,16.62,,0,,,16.62
28/03/90 22:00,0,0,0,-0.002,1,,,14.48,,0,,,14.48
28/03/90 23:00,0,0,0,-0.002,1,,,13.78,,0,,,13.78
29/03/90 00:00,0,0,0,-0.002,1,,,11.86,,0,,,11.86
29/03/90 01:00,0,0,0,-0.002,1,,,12.76,,0,,,12.76
29/03/90 02:00,0,0,0,-0.002,1,,,11.3,,0,,,11.3
29/03/90 03:00,0,0,0,-0.002,1,,,10,,0,,,10
29/03/90 04:00,0,0,0,-0.002,1,,,9.04,,0,,,9.04
29/03/90 05:00,0,0,0,-0.002,1,,,9.56,,0,,,9.56
29/03/90 06:00,0,0,0,-0.002,1,,,16.56,,0,,,16.56
29/03/90 07:00,162.49,148.49,3.4983,3.379,0.8079,,,20.14,,3.4983,,,16.6417
29/03/90 08:00,387.91,374.51,8.772,8.5836,0.8597,,,28.26,,8.772,,,19.488
29/03/90 09:00,578.32,567.22,12.922,12.68,0.8518,,,57.34,,12.922,,,44.418
29/03/90 10:00,774.29,767.31,16.836,16.533,0.8295,,,56.94,,16.836,,,40.104
29/03/90 11:00,895.15,889.13,18.966,18.625,0.8083,,,65.46,,18.966,,,46.494
29/03/90 12:00,892.47,886.86,18.841,18.502,0.8054,,,68.38,,18.841,,,49.539
29/03/90 13:00,865.14,858.95,18.29,17.961,0.8065,,,64.08,,18.29,,,45.79
29/03/90 14:00,698.37,688.81,15.097,14.825,0.8247,,,63.04,,15.097,,,47.943
29/03/90 15:00,545.17,533.9,11.979,11.748,0.8372,,,64.5,,11.979,,,52.521
29/03/90 16:00,386.43,369.44,8.4574,8.2731,0.8317,,,59.26,,8.4574,,,50.8026
29/03/90 17:00,156.93,137.13,3.1412,3.0266,0.7493,,,41.28,,3.1412,,,38.1388
29/03/90 18:00,0,0,0,-0.002,1,,,32.62,,0,,,32.62
29/03/90 19:00,0,0,0,-0.002,1,,,27.9,,0,,,27.9
29/03/90 20:00,0,0,0,-0.002,1,,,20.98,,0,,,20.98
29/03/90 21:00,0,0,0,-0.002,1,,,17.94,,0,,,17.94
29/03/90 22:00,0,0,0,-0.002,1,,,10.52,,0,,,10.52
29/03/90 23:00,0,0,0,-0.002,1,,,10.64,,0,,,10.64
30/03/90 00:00,0,0,0,-0.002,1,,,12.24,,0,,,12.24
30/03/90 01:00,0,0,0,-0.002,1,,,12.64,,0,,,12.64
30/03/90 02:00,0,0,0,-0.002,1,,,10,,0,,,10
30/03/90 03:00,0,0,0,-0.002,1,,,8,,0,,,8
30/03/90 04:00,0,0,0,-0.002,1,,,7.94,,0,,,7.94
30/03/90 05:00,0,0,0,-0.002,1,,,8.04,,0,,,8.04
30/03/90 06:00,0,0,0,-0.002,1,,,15.66,,0,,,15.66
30/03/90 07:00,92.957,88.748,2.0336,1.9335,0.8081,,,24.12,,2.0336,,,22.0864
30/03/90 08:00,201.56,193.78,4.5347,4.4018,0.8484,,,24.1,,4.5347,,,19.5653
30/03/90 09:00,270.16,260.56,6.0888,5.9356,0.8536,,,44.84,,6.0888,,,38.7512
30/03/90 10:00,321.61,310.73,7.2313,7.0631,0.8532,,,56.72,,7.2313,,,49.4887
30/03/90 11:00,400.01,387.28,8.9423,8.7516,0.85,,,60.6,,8.9423,,,51.6577
30/03/90 12:00,506.41,494.26,11.255,11.034,0.8465,,,63.16,,11.255,,,51.905
30/03/90 13:00,408.96,397.99,9.1467,8.9534,0.8505,,,79.54,,9.1467,,,70.3933
30/03/90 14:00,318.7,307.89,7.1167,6.95,0.8472,,,80.06,,7.1167,,,72.9433
30/03/90 15:00,173.11,166.54,3.8444,3.7205,0.835,,,75.12,,3.8444,,,71.2756
30/03/90 16:00,130.44,125.23,2.8723,2.7612,0.8224,,,58.42,,2.8723,,,55.5477
30/03/90 17:00,65.904,62.907,1.3976,1.3058,0.7698,,,39.2,,1.3976,,,37.8024
30/03/90 18:00,0,0,0,-0.002,1,,,32.22,,0,,,32.22
30/03/90 19:00,0,0,0,-0.002,1,,,27.2,,0,,,27.2
30/03/90 20:00,0,0,0,-0.002,1,,,27.6,,0,,,27.6
30/03/90 21:00,0,0,0,-0.002,1,,,24.84,,0,,,24.84
30/03/90 22:00,0,0,0,-0.002,1,,,20.48,,0,,,20.48
30/03/90 23:00,0,0,0,-0.002,1,,,16.38,,0,,,16.38
31/03/90 00:00,0,0,0,-0.002,1,,,14.14,,0,,,14.14
31/03/90 01:00,0,0,0,-0.002,1,,,12.2,,0,,,12.2
31/03/90 02:00,0,0,0,-0.002,1,,,12.62,,0,,,12.62
31/03/90 03:00,0,0,0,-0.002,1,,,12.34,,0,,,12.34
31/03/90 04:00,0,0,0,-0.002,1,,,13.36,,0,,,13.36
31/03/90 05:00,0,0,0,-0.002,1,,,10.42,,0,,,10.42
31/03/90 06:00,8.2753,8.2005,0.1378,0.015,0.0704,,,15.84,,0.1378,,,15.7022
31/03/90 07:00,68.726,65.889,1.4886,1.3957,0.7889,,,19.6,,1.4886,,,18.1114
31/03/90 08:00,231.69,223.02,5.2311,5.0891,0.8533,,,27.04,,5.2311,,,21.8089
31/03/90 09:00,502.46,490.72,11.228,11.007,0.8511,,,59.1,,11.228,,,47.872
31/03/90 10:00,554.15,543.36,12.284,12.05,0.8448,,,61.82,,12.284,,,49.536
31/03/90 11:00,427.54,416.55,9.5376,9.3392,0.8486,,,61.58,,9.5376,,,52.0424
31/03/90 12:00,591.14,580.69,12.994,12.751,0.838,,,69.82,,12.994,,,56.826
31/03/90 13:00,409.63,398.86,9.1137,8.9208,0.8461,,,65.34,,9.1137,,,56.2263
31/03/90 14:00,531.46,520.7,11.721,11.494,0.8402,,,59.64,,11.721,,,47.919
31/03/90 15:00,557.48,545.82,12.229,11.995,0.8359,,,70.4,,12.229,,,58.171
31/03/90 16:00,373.21,356.47,8.1533,7.973,0.83,,,60.3,,8.1533,,,52.1467
31/03/90 17:00,178.49,149.36,3.4168,3.2986,0.718,,,40.42,,3.4168,,,37.0032
31/03/90 18:00,15.561,14.949,0.2822,0.1687,0.4211,,,29.62,,0.2822,,,29.3378
31/03/90 19:00,0,0,0,-0.002,1,,,25.18,,0,,,25.18
31/03/90 20:00,0,0,0,-0.002,1,,,17.1,,0,,,17.1
31/03/90 21:00,0,0,0,-0.002,1,,,17.88,,0,,,17.88
31/03/90 22:00,0,0,0,-0.002,1,,,15.24,,0,,,15.24
31/03/90 23:00,0,0,0,-0.002,1,,,13.9,,0,,,13.9
1/4/1990 0:00,0,0,0,-0.002,1,,,13.24,,0,,,13.24
1/4/1990 1:00,0,0,0,-0.002,1,,,13.08,,0,,,13.08
1/4/1990 2:00,0,0,0,-0.002,1,,,11.46,,0,,,11.46
1/4/1990 3:00,0,0,0,-0.002,1,,,11.28,,0,,,11.28
1/4/1990 4:00,0,0,0,-0.002,1,,,8.78,,0,,,8.78
1/4/1990 5:00,0,0,0,-0.002,1,,,8.46,,0,,,8.46
1/4/1990 6:00,11.872,11.672,0.215,0.0972,0.3181,,,14.7,,0.215,,,14.485
1/4/1990 7:00,183.67,166.37,3.904,3.7794,0.7994,,,19.8,,3.904,,,15.896
1/4/1990 8:00,399.72,386.02,8.984,8.7928,0.8546,,,34.34,,8.984,,,25.356
1/4/1990 9:00,768.68,758.83,16.67,16.37,0.8274,,,54.04,,16.67,,,37.37
1/4/1990 10:00,965.15,959.98,20.163,19.8,0.797,,,62.26,,20.163,,,42.097
1/4/1990 11:00,636.55,626.11,13.924,13.668,0.8342,,,71.16,,13.924,,,57.236
1/4/1990 12:00,577.21,564.76,12.663,12.423,0.8362,,,76,,12.663,,,63.337
1/4/1990 13:00,473.96,462,10.498,10.287,0.8432,,,91.9,,10.498,,,81.402
1/4/1990 14:00,353.25,341.53,7.8586,7.6822,0.8449,,,100.12,,7.8586,,,92.2614
1/4/1990 15:00,281.77,271.92,6.29,6.1341,0.8458,,,81.54,,6.29,,,75.25
1/4/1990 16:00,82.205,78.951,1.7745,1.6778,0.7929,,,52.24,,1.7745,,,50.4655
1/4/1990 17:00,20.982,20.357,0.4064,0.3009,0.5572,,,44.06,,0.4064,,,43.6536
1/4/1990 18:00,0,0,0,-0.002,1,,,33.3,,0,,,33.3
1/4/1990 19:00,0,0,0,-0.002,1,,,28.48,,0,,,28.48
1/4/1990 20:00,0,0,0,-0.002,1,,,29,,0,,,29
1/4/1990 21:00,0,0,0,-0.002,1,,,29.24,,0,,,29.24
1/4/1990 22:00,0,0,0,-0.002,1,,,18.64,,0,,,18.64
1/4/1990 23:00,0,0,0,-0.002,1,,,11.92,,0,,,11.92
2/4/1990 0:00,0,0,0,-0.002,1,,,14.16,,0,,,14.16
2/4/1990 1:00,0,0,0,-0.002,1,,,12.64,,0,,,12.64
2/4/1990 2:00,0,0,0,-0.002,1,,,13.1,,0,,,13.1
2/4/1990 3:00,0,0,0,-0.002,1,,,11.4,,0,,,11.4
2/4/1990 4:00,0,0,0,-0.002,1,,,9.5,,0,,,9.5
2/4/1990 5:00,0,0,0,-0.002,1,,,11.38,,0,,,11.38
2/4/1990 6:00,7.8155,7.7424,0.1281,0.0046,0.0231,,,14.32,,0.1281,,,14.1919
2/4/1990 7:00,146.41,135.15,3.1556,3.0408,0.8069,,,19.1,,3.1556,,,15.9444
2/4/1990 8:00,331.9,320.02,7.4839,7.3124,0.8559,,,33.08,,7.4839,,,25.5961
2/4/1990 9:00,463.12,451.6,10.393,10.183,0.8542,,,53.68,,10.393,,,43.287
2/4/1990 10:00,593.93,582.99,13.135,12.889,0.8431,,,68.96,,13.135,,,55.825
2/4/1990 11:00,642.76,631.98,14.082,13.824,0.8356,,,74.2,,14.082,,,60.118
2/4/1990 12:00,660.07,649.5,14.391,14.129,0.8316,,,76.62,,14.391,,,62.229
2/4/1990 13:00,628.21,616.75,13.706,13.453,0.8319,,,89.86,,13.706,,,76.154
2/4/1990 14:00,512.45,501.52,11.314,11.092,0.8409,,,81.82,,11.314,,,70.506
2/4/1990 15:00,365.46,354.54,8.1243,7.9443,0.8445,,,76.3,,8.1243,,,68.1757
2/4/1990 16:00,247.44,237.02,5.4687,5.3236,0.8359,,,60.96,,5.4687,,,55.4913
2/4/1990 17:00,84.949,80.16,1.7968,1.6998,0.7774,,,44.28,,1.7968,,,42.4832
2/4/1990 18:00,0,0,0,-0.002,1,,,37.38,,0,,,37.38
2/4/1990 19:00,0,0,0,-0.002,1,,,30.94,,0,,,30.94
2/4/1990 20:00,0,0,0,-0.002,1,,,25.22,,0,,,25.22
2/4/1990 21:00,0,0,0,-0.002,1,,,21.52,,0,,,21.52
2/4/1990 22:00,0,0,0,-0.002,1,,,15.54,,0,,,15.54
2/4/1990 23:00,0,0,0,-0.002,1,,,13.5,,0,,,13.5
3/4/1990 0:00,0,0,0,-0.002,1,,,12.38,,0,,,12.38
3/4/1990 1:00,0,0,0,-0.002,1,,,11.78,,0,,,11.78
3/4/1990 2:00,0,0,0,-0.002,1,,,10.54,,0,,,10.54
3/4/1990 3:00,0,0,0,-0.002,1,,,8.28,,0,,,8.28
3/4/1990 4:00,0,0,0,-0.002,1,,,8.16,,0,,,8.16
3/4/1990 5:00,0,0,0,-0.002,1,,,9.7,,0,,,9.7
3/4/1990 6:00,9.3555,9.1951,0.1616,0.0403,0.1675,,,9.32,,0.1616,,,9.1584
3/4/1990 7:00,184.54,166.76,3.9581,3.8327,0.8069,,,10.72,,3.9581,,,6.7619
3/4/1990 8:00,393.22,379.88,8.9468,8.7561,0.8651,,,16.64,,8.9468,,,7.6932
3/4/1990 9:00,570.19,558.89,12.842,12.6,0.8585,,,25.8,,12.842,,,12.958
3/4/1990 10:00,807.81,801.1,17.625,17.308,0.8324,,,35.46,,17.625,,,17.835
3/4/1990 11:00,889.97,883.97,19.063,18.72,0.8172,,,44.26,,19.063,,,25.197
3/4/1990 12:00,862.84,857.07,18.514,18.181,0.8186,,,40.8,,18.514,,,22.286
3/4/1990 13:00,888.48,882.42,18.921,18.58,0.8125,,,36.18,,18.921,,,17.259
3/4/1990 14:00,783.13,775.68,16.935,16.63,0.825,,,29.22,,16.935,,,12.285
3/4/1990 15:00,544.41,532.74,12.079,11.847,0.8454,,,25.72,,12.079,,,13.641
3/4/1990 16:00,310.26,296.74,6.8964,6.7325,0.843,,,29.52,,6.8964,,,22.6236
3/4/1990 17:00,126.02,112,2.5745,2.4673,0.7606,,,23.22,,2.5745,,,20.6455
3/4/1990 18:00,0,0,0,-0.002,1,,,20.94,,0,,,20.94
3/4/1990 19:00,0,0,0,-0.002,1,,,14.7,,0,,,14.7
3/4/1990 20:00,0,0,0,-0.002,1,,,14.06,,0,,,14.06
3/4/1990 21:00,0,0,0,-0.002,1,,,14.26,,0,,,14.26
3/4/1990 22:00,0,0,0,-0.002,1,,,13.34,,0,,,13.34
3/4/1990 23:00,0,0,0,-0.002,1,,,16.56,,0,,,16.56
4/4/1990 0:00,0,0,0,-0.002,1,,,16,,0,,,16
4/4/1990 1:00,0,0,0,-0.002,1,,,12.72,,0,,,12.72
4/4/1990 2:00,0,0,0,-0.002,1,,,8.66,,0,,,8.66
4/4/1990 3:00,0,0,0,-0.002,1,,,8.5,,0,,,8.5
4/4/1990 4:00,0,0,0,-0.002,1,,,8.46,,0,,,8.46
4/4/1990 5:00,0,0,0,-0.002,1,,,7.36,,0,,,7.36
4/4/1990 6:00,12.954,12.704,0.2415,0.1253,0.3759,,,8.82,,0.2415,,,8.5785
4/4/1990 7:00,233.89,208.44,4.9637,4.8251,0.8015,,,10.46,,4.9637,,,5.4963
4/4/1990 8:00,490.7,475.18,11.065,10.847,0.8588,,,12.36,,11.065,,,1.295
4/4/1990 9:00,722.37,713.34,15.952,15.665,0.8425,,,16.5,,15.952,,,0.548
4/4/1990 10:00,895.33,890.75,19.174,18.829,0.817,,,21.54,,19.174,,,2.366
4/4/1990 11:00,1002.7,999.37,20.925,20.548,0.7961,,,29.64,,20.925,,,8.715
4/4/1990 12:00,1032.3,1029.4,21.318,20.934,0.7879,,,33,,21.318,,,11.682
4/4/1990 13:00,978.36,974.03,20.339,19.973,0.7931,,,30.18,,20.339,,,9.841
4/4/1990 14:00,855.16,849.39,18.151,17.824,0.8098,,,27.66,,18.151,,,9.509
4/4/1990 15:00,663.75,653.81,14.454,14.191,0.8306,,,32.82,,14.454,,,18.366
4/4/1990 16:00,418.91,398.94,9.1361,8.943,0.8294,,,23.6,,9.1361,,,14.4639
4/4/1990 17:00,167.3,135.16,3.1056,2.9914,0.6947,,,19.84,,3.1056,,,16.7344
4/4/1990 18:00,0,0,0,-0.002,1,,,15.32,,0,,,15.32
4/4/1990 19:00,0,0,0,-0.002,1,,,17.54,,0,,,17.54
4/4/1990 20:00,0,0,0,-0.002,1,,,12.52,,0,,,12.52
4/4/1990 21:00,0,0,0,-0.002,1,,,11.26,,0,,,11.26
4/4/1990 22:00,0,0,0,-0.002,1,,,12.1,,0,,,12.1
4/4/1990 23:00,0,0,0,-0.002,1,,,10.3,,0,,,10.3
5/4/1990 0:00,0,0,0,-0.002,1,,,8.98,,0,,,8.98
5/4/1990 1:00,0,0,0,-0.002,1,,,8.4,,0,,,8.4
5/4/1990 2:00,0,0,0,-0.002,1,,,8.36,,0,,,8.36
5/4/1990 3:00,0,0,0,-0.002,1,,,8.46,,0,,,8.46
5/4/1990 4:00,0,0,0,-0.002,1,,,8.18,,0,,,8.18
5/4/1990 5:00,0,0,0,-0.002,1,,,9.9,,0,,,9.9
5/4/1990 6:00,14.217,13.911,0.2663,0.1517,0.4146,,,14.94,,0.2663,,,14.6737
5/4/1990 7:00,216.24,194.13,4.5688,4.4355,0.7969,,,22.98,,4.5688,,,18.4112
5/4/1990 8:00,446.78,432.2,9.9977,9.7932,0.8516,,,34.98,,9.9977,,,24.9823
5/4/1990 9:00,648.45,638.4,14.278,14.017,0.8398,,,46.38,,14.278,,,32.102
5/4/1990 10:00,820.71,814.86,17.573,17.257,0.8169,,,47.94,,17.573,,,30.367
5/4/1990 11:00,923.97,918.28,19.297,18.949,0.7968,,,47.26,,19.297,,,27.963
5/4/1990 12:00,985.04,979.83,20.227,19.863,0.7834,,,51.76,,20.227,,,31.533
5/4/1990 13:00,917.61,911.51,19.016,18.673,0.7906,,,55,,19.016,,,35.984
5/4/1990 14:00,801.02,794.05,16.914,16.61,0.8056,,,52.94,,16.914,,,36.026
5/4/1990 15:00,630.73,620.44,13.606,13.354,0.8225,,,52.76,,13.606,,,39.154
5/4/1990 16:00,391.78,373.2,8.4574,8.2731,0.8204,,,48.52,,8.4574,,,40.0626
5/4/1990 17:00,155.16,127.4,2.8844,2.7731,0.6944,,,30.02,,2.8844,,,27.1356
5/4/1990 18:00,0,0,0,-0.002,1,,,21.74,,0,,,21.74
5/4/1990 19:00,0,0,0,-0.002,1,,,19.5,,0,,,19.5
5/4/1990 20:00,0,0,0,-0.002,1,,,16.52,,0,,,16.52
5/4/1990 21:00,0,0,0,-0.002,1,,,13.58,,0,,,13.58
5/4/1990 22:00,0,0,0,-0.002,1,,,9.58,,0,,,9.58
5/4/1990 23:00,0,0,0,-0.002,1,,,8.62,,0,,,8.62
6/4/1990 0:00,0,0,0,-0.002,1,,,8.6,,0,,,8.6
6/4/1990 1:00,0,0,0,-0.002,1,,,8.56,,0,,,8.56
6/4/1990 2:00,0,0,0,-0.002,1,,,8.12,,0,,,8.12
6/4/1990 3:00,0,0,0,-0.002,1,,,8.4,,0,,,8.4
6/4/1990 4:00,0,0,0,-0.002,1,,,7.38,,0,,,7.38
6/4/1990 5:00,0,0,0,-0.002,1,,,7.24,,0,,,7.24
6/4/1990 6:00,14.134,13.826,0.2636,0.1489,0.4092,,,9.02,,0.2636,,,8.7564
6/4/1990 7:00,184.09,166.99,3.9154,3.7906,0.7999,,,12.84,,3.9154,,,8.9246
6/4/1990 8:00,405.99,392.36,9.109,8.9162,0.8532,,,13.98,,9.109,,,4.871
6/4/1990 9:00,599.83,588.55,13.27,13.023,0.8435,,,19.34,,13.27,,,6.07
6/4/1990 10:00,741.4,733.79,16.084,15.794,0.8276,,,25.04,,16.084,,,8.956
6/4/1990 11:00,870.26,864.26,18.407,18.076,0.8069,,,30.1,,18.407,,,11.693
6/4/1990 12:00,901.32,895.8,18.882,18.542,0.7992,,,26.6,,18.882,,,7.718
6/4/1990 13:00,801.27,794.34,17.027,16.72,0.8107,,,26.9,,17.027,,,9.873
6/4/1990 14:00,760.5,752.74,16.231,15.939,0.8142,,,30.6,,16.231,,,14.369
6/4/1990 15:00,559.44,548.53,12.215,11.981,0.832,,,30.66,,12.215,,,18.445
6/4/1990 16:00,365.27,348.08,7.9391,7.7616,0.8255,,,28.46,,7.9391,,,20.5209
6/4/1990 17:00,158.06,131.13,2.983,2.8705,0.7055,,,24.22,,2.983,,,21.237
6/4/1990 18:00,0,0,0,-0.002,1,,,19.94,,0,,,19.94
6/4/1990 19:00,0,0,0,-0.002,1,,,20.28,,0,,,20.28
6/4/1990 20:00,0,0,0,-0.002,1,,,17.38,,0,,,17.38
6/4/1990 21:00,0,0,0,-0.002,1,,,12.1,,0,,,12.1
6/4/1990 22:00,0,0,0,-0.002,1,,,11.42,,0,,,11.42
6/4/1990 23:00,0,0,0,-0.002,1,,,9.8,,0,,,9.8
7/4/1990 0:00,0,0,0,-0.002,1,,,10.3,,0,,,10.3
7/4/1990 1:00,0,0,0,-0.002,1,,,7.96,,0,,,7.96
7/4/1990 2:00,0,0,0,-0.002,1,,,7.58,,0,,,7.58
7/4/1990 3:00,0,0,0,-0.002,1,,,7.44,,0,,,7.44
7/4/1990 4:00,0,0,0,-0.002,1,,,7.52,,0,,,7.52
7/4/1990 5:00,0,0,0,-0.002,1,,,7.82,,0,,,7.82
7/4/1990 6:00,11.349,11.159,0.203,0.0844,0.2889,,,15.46,,0.203,,,15.257
7/4/1990 7:00,151.33,140.01,3.2623,3.1461,0.8077,,,19.64,,3.2623,,,16.3777
7/4/1990 8:00,305.86,294.72,6.8832,6.7196,0.8535,,,32.3,,6.8832,,,25.4168
