PVSYST 7.2.11,,,,,,,,,,,,,
,File,File date,Description,,,,,,,,,,
Project,test26kw_Project.PRJ,04/10/22 18h35,test26kw,,,,,,,,,,
Geographical Site,Chatuchak_MN80.SIT,04/10/22 18h35,Chatuchak;Thailand;Asia;,,,,,,,,,,
Meteo data,Chatuchak_MN80_SYN.MET,04/10/22 18h13,Chatuchak;Meteonorm 8.0 (1996-2015);Synthetic,,,,,,,,,,
Simulation variant,test26kw_Project.VC0,04/10/22 21h05,New simulation variant,,,,,,,,,,
Simulation date,,05/10/22 23h03,,,,,,,,,,,
,,,,,,,,,,,,,
Simulation:,Hourly values, from 01/01/90, to 31/12/90 ,,,,,,,,,,
,,,,,,,,,,,,,
date,GlobInc,GlobEff,EArray,E_Grid,PR,,,,,,,,
    ,W/m²,W/m²,kW,kW,ratio,,,,,,,,
,,,,,,,,load,,loadcomparesolar?,,,load-solar
31/05/90 22:00,0,0,0,-0.002,1,,,6.62,,0,,,6.62
31/05/90 23:00,0,0,0,-0.002,1,,,6.7,,0,,,6.7
1/6/1990 0:00,0,0,0,-0.002,1,,,6.76,,0,,,6.76
1/6/1990 1:00,0,0,0,-0.002,1,,,6.54,,0,,,6.54
1/6/1990 2:00,0,0,0,-0.002,1,,,7.9,,0,,,7.9
1/6/1990 3:00,0,0,0,-0.002,1,,,6.24,,0,,,6.24
1/6/1990 4:00,0,0,0,-0.002,1,,,6.46,,0,,,6.46
1/6/1990 5:00,0,0,0,-0.002,1,,,6.4,,0,,,6.4
1/6/1990 6:00,57.508,42.849,0.9535,0.8675,0.5861,,,8.5,,0.9535,,,7.5465
1/6/1990 7:00,242.5,212.13,5.0502,4.9106,0.7867,,,8.46,,5.0502,,,3.4098
1/6/1990 8:00,470.5,452.97,10.588,10.376,0.8567,,,15.04,,10.588,,,4.452
1/6/1990 9:00,683.74,673.69,15.203,14.929,0.8483,,,31.82,,15.203,,,16.617
1/6/1990 10:00,851.42,844.26,18.404,18.072,0.8246,,,35.48,,18.404,,,17.076
1/6/1990 11:00,590.25,579.97,13.169,12.923,0.8506,,,36.26,,13.169,,,23.091
1/6/1990 12:00,575.5,562.64,12.795,12.554,0.8475,,,45.44,,12.795,,,32.645
1/6/1990 13:00,516.68,506.26,11.595,11.37,0.8549,,,52.82,,11.595,,,41.225
1/6/1990 14:00,447.44,435.18,10.051,9.8455,0.8549,,,51.44,,10.051,,,41.389
1/6/1990 15:00,326.11,315.22,7.3626,7.1926,0.8569,,,40.14,,7.3626,,,32.7774
1/6/1990 16:00,201.65,192.8,4.5164,4.3837,0.8446,,,33.62,,4.5164,,,29.1036
1/6/1990 17:00,94.249,88.778,2.0357,1.9355,0.7978,,,25.24,,2.0357,,,23.2043
1/6/1990 18:00,0,0,0,-0.002,1,,,17.32,,0,,,17.32
1/6/1990 19:00,0,0,0,-0.002,1,,,10,,0,,,10
1/6/1990 20:00,0,0,0,-0.002,1,,,6.9,,0,,,6.9
1/6/1990 21:00,0,0,0,-0.002,1,,,8.98,,0,,,8.98
1/6/1990 22:00,0,0,0,-0.002,1,,,6.34,,0,,,6.34
1/6/1990 23:00,0,0,0,-0.002,1,,,6.3,,0,,,6.3
2/6/1990 0:00,0,0,0,-0.002,1,,,6.46,,0,,,6.46
2/6/1990 1:00,0,0,0,-0.002,1,,,6.44,,0,,,6.44
2/6/1990 2:00,0,0,0,-0.002,1,,,6.34,,0,,,6.34
2/6/1990 3:00,0,0,0,-0.002,1,,,7.58,,0,,,7.58
2/6/1990 4:00,0,0,0,-0.002,1,,,6.8,,0,,,6.8
2/6/1990 5:00,0,0,0,-0.002,1,,,6.5,,0,,,6.5
2/6/1990 6:00,54.486,37.383,0.8186,0.7344,0.5236,,,10.46,,0.8186,,,9.6414
2/6/1990 7:00,253.95,219.98,5.2097,5.068,0.7753,,,10.94,,5.2097,,,5.7303
2/6/1990 8:00,482.97,464.86,10.777,10.562,0.8496,,,16.04,,10.777,,,5.263
2/6/1990 9:00,611.97,600.78,13.608,13.356,0.8479,,,33.76,,13.608,,,20.152
2/6/1990 10:00,891.84,884.81,18.965,18.623,0.8113,,,37.1,,18.965,,,18.135
2/6/1990 11:00,559.4,549.13,12.408,12.172,0.8453,,,41.14,,12.408,,,28.732
2/6/1990 12:00,548.82,536.53,12.129,11.896,0.8421,,,38.42,,12.129,,,26.291
2/6/1990 13:00,377.07,366.71,8.4492,8.265,0.8516,,,39.84,,8.4492,,,31.3908
2/6/1990 14:00,261.49,252.09,5.8533,5.7031,0.8473,,,35.7,,5.8533,,,29.8467
2/6/1990 15:00,223.71,215.36,5.0081,4.869,0.8455,,,35.12,,5.0081,,,30.1119
2/6/1990 16:00,146.95,140.86,3.2598,3.1436,0.8311,,,31.2,,3.2598,,,27.9402
2/6/1990 17:00,77.773,74.042,1.6709,1.5755,0.787,,,21.66,,1.6709,,,19.9891
2/6/1990 18:00,0,0,0,-0.002,1,,,13.06,,0,,,13.06
2/6/1990 19:00,0,0,0,-0.002,1,,,12.34,,0,,,12.34
2/6/1990 20:00,0,0,0,-0.002,1,,,10.44,,0,,,10.44
2/6/1990 21:00,0,0,0,-0.002,1,,,9.92,,0,,,9.92
2/6/1990 22:00,0,0,0,-0.002,1,,,11.18,,0,,,11.18
2/6/1990 23:00,0,0,0,-0.002,1,,,9.46,,0,,,9.46
3/6/1990 0:00,0,0,0,-0.002,1,,,9.22,,0,,,9.22
3/6/1990 1:00,0,0,0,-0.002,1,,,9.5,,0,,,9.5
3/6/1990 2:00,0,0,0,-0.002,1,,,9.48,,0,,,9.48
3/6/1990 3:00,0,0,0,-0.002,1,,,9.14,,0,,,9.14
3/6/1990 4:00,0,0,0,-0.002,1,,,9.8,,0,,,9.8
3/6/1990 5:00,0,0,0,-0.002,1,,,6.3,,0,,,6.3
3/6/1990 6:00,57.768,46.777,1.0458,0.9586,0.6447,,,6.18,,1.0458,,,5.1342
3/6/1990 7:00,279.46,243.24,5.7736,5.6245,0.7819,,,6.58,,5.7736,,,0.8064
3/6/1990 8:00,529.5,509.55,11.777,11.55,0.8474,,,8.2,,8.2,,,0
3/6/1990 9:00,737.17,726.54,16.164,15.873,0.8366,,,8.16,,8.16,,,0
3/6/1990 10:00,808.83,800.28,17.488,17.173,0.8249,,,13.08,,13.08,,,0
3/6/1990 11:00,366.28,356.48,8.275,8.0931,0.8584,,,11.08,,8.275,,,2.805
3/6/1990 12:00,318.92,308.2,7.1873,7.0197,0.8551,,,11.88,,7.1873,,,4.6927
3/6/1990 13:00,264.35,254.99,5.9679,5.8162,0.8548,,,13.78,,5.9679,,,7.8121
3/6/1990 14:00,439.98,427.84,9.9024,9.6992,0.8564,,,13.28,,9.9024,,,3.3776
3/6/1990 15:00,314.65,304.07,7.1106,6.9439,0.8574,,,16.56,,7.1106,,,9.4494
3/6/1990 16:00,189.53,181.27,4.2427,4.1136,0.8432,,,16.86,,4.2427,,,12.6173
3/6/1990 17:00,119.37,104.5,2.4116,2.3065,0.7507,,,12.4,,2.4116,,,9.9884
3/6/1990 18:00,10.328,9.9198,0.1753,0.0549,0.2066,,,8.76,,0.1753,,,8.5847
3/6/1990 19:00,0,0,0,-0.002,1,,,9.24,,0,,,9.24
3/6/1990 20:00,0,0,0,-0.002,1,,,9.26,,0,,,9.26
3/6/1990 21:00,0,0,0,-0.002,1,,,11.32,,0,,,11.32
3/6/1990 22:00,0,0,0,-0.002,1,,,9.42,,0,,,9.42
3/6/1990 23:00,0,0,0,-0.002,1,,,9.46,,0,,,9.46
4/6/1990 0:00,0,0,0,-0.002,1,,,9.14,,0,,,9.14
4/6/1990 1:00,0,0,0,-0.002,1,,,9.4,,0,,,9.4
4/6/1990 2:00,0,0,0,-0.002,1,,,9.26,,0,,,9.26
4/6/1990 3:00,0,0,0,-0.002,1,,,7.98,,0,,,7.98
4/6/1990 4:00,0,0,0,-0.002,1,,,6.22,,0,,,6.22
4/6/1990 5:00,0,0,0,-0.002,1,,,6.26,,0,,,6.26
4/6/1990 6:00,51.346,42.819,0.9501,0.8642,0.6539,,,8.2,,0.9501,,,7.2499
4/6/1990 7:00,161.56,150.98,3.5691,3.4488,0.8293,,,7.72,,3.5691,,,4.1509
4/6/1990 8:00,290.12,278.81,6.6024,6.4424,0.8627,,,11,,6.6024,,,4.3976
4/6/1990 9:00,491.59,479.28,11.112,10.893,0.8608,,,26.38,,11.112,,,15.268
4/6/1990 10:00,549.34,537.79,12.324,12.089,0.855,,,30.7,,12.324,,,18.376
4/6/1990 11:00,563.24,550.39,12.55,12.312,0.8493,,,31.3,,12.55,,,18.75
4/6/1990 12:00,569.47,559.08,12.7,12.461,0.8501,,,36.38,,12.7,,,23.68
4/6/1990 13:00,527.89,517.41,11.798,11.57,0.8515,,,42.98,,11.798,,,31.182
4/6/1990 14:00,478.01,466.44,10.69,10.477,0.8515,,,46.82,,10.69,,,36.13
4/6/1990 15:00,420.75,408.67,9.4189,9.222,0.8515,,,43.34,,9.4189,,,33.9211
4/6/1990 16:00,229.01,217.98,5.0758,4.9358,0.8373,,,34.8,,5.0758,,,29.7242
4/6/1990 17:00,73.298,69.907,1.5707,1.4766,0.7827,,,30.2,,1.5707,,,28.6293
4/6/1990 18:00,0,0,0,-0.002,1,,,21.02,,0,,,21.02
4/6/1990 19:00,0,0,0,-0.002,1,,,17.98,,0,,,17.98
4/6/1990 20:00,0,0,0,-0.002,1,,,10.48,,0,,,10.48
4/6/1990 21:00,0,0,0,-0.002,1,,,6.9,,0,,,6.9
4/6/1990 22:00,0,0,0,-0.002,1,,,7.44,,0,,,7.44
4/6/1990 23:00,0,0,0,-0.002,1,,,7,,0,,,7
5/6/1990 0:00,0,0,0,-0.002,1,,,8.7,,0,,,8.7
5/6/1990 1:00,0,0,0,-0.002,1,,,9.26,,0,,,9.26
5/6/1990 2:00,0,0,0,-0.002,1,,,9.44,,0,,,9.44
5/6/1990 3:00,0,0,0,-0.002,1,,,9.5,,0,,,9.5
5/6/1990 4:00,0,0,0,-0.002,1,,,8.26,,0,,,8.26
5/6/1990 5:00,0,0,0,-0.002,1,,,6.26,,0,,,6.26
5/6/1990 6:00,23.668,22.878,0.4731,0.3719,0.6104,,,7.94,,0.4731,,,7.4669
5/6/1990 7:00,23.841,23.012,0.4761,0.3751,0.6113,,,8.46,,0.4761,,,7.9839
5/6/1990 8:00,136.08,130.7,3.0625,2.9489,0.8419,,,7,,3.0625,,,3.9375
5/6/1990 9:00,272.87,263.04,6.2061,6.0513,0.8615,,,13.74,,6.2061,,,7.5339
5/6/1990 10:00,285.95,275.89,6.4916,6.333,0.8604,,,20.1,,6.4916,,,13.6084
5/6/1990 11:00,385.26,374.85,8.7461,8.558,0.863,,,20.46,,8.7461,,,11.7139
5/6/1990 12:00,261.32,252.12,5.9122,5.7613,0.8565,,,22.9,,5.9122,,,16.9878
5/6/1990 13:00,408.63,397.76,9.2349,9.0404,0.8595,,,25.26,,9.2349,,,16.0251
5/6/1990 14:00,454.72,442.39,10.206,9.9991,0.8543,,,22.78,,10.206,,,12.574
5/6/1990 15:00,401.88,390.11,9.0331,8.8413,0.8547,,,22.96,,9.0331,,,13.9269
5/6/1990 16:00,168.45,161.3,3.7472,3.6246,0.836,,,22.66,,3.7472,,,18.9128
5/6/1990 17:00,102.68,94.243,2.1523,2.0506,0.7759,,,24.16,,2.1523,,,22.0077
5/6/1990 18:00,8.9661,8.6116,0.1457,0.0233,0.1011,,,15.04,,0.1457,,,14.8943
5/6/1990 19:00,0,0,0,-0.002,1,,,15.42,,0,,,15.42
5/6/1990 20:00,0,0,0,-0.002,1,,,12.88,,0,,,12.88
5/6/1990 21:00,0,0,0,-0.002,1,,,8.34,,0,,,8.34
5/6/1990 22:00,0,0,0,-0.002,1,,,6.54,,0,,,6.54
5/6/1990 23:00,0,0,0,-0.002,1,,,6.22,,0,,,6.22
6/6/1990 0:00,0,0,0,-0.002,1,,,6.44,,0,,,6.44
6/6/1990 1:00,0,0,0,-0.002,1,,,6.58,,0,,,6.58
6/6/1990 2:00,0,0,0,-0.002,1,,,6.5,,0,,,6.5
6/6/1990 3:00,0,0,0,-0.002,1,,,6.26,,0,,,6.26
6/6/1990 4:00,0,0,0,-0.002,1,,,6.3,,0,,,6.3
6/6/1990 5:00,0,0,0,-0.002,1,,,6.4,,0,,,6.4
6/6/1990 6:00,31.966,30.703,0.656,0.5667,0.6887,,,8.24,,0.656,,,7.584
6/6/1990 7:00,113.79,108.67,2.5288,2.4222,0.827,,,6.36,,2.5288,,,3.8312
6/6/1990 8:00,174.47,167.58,3.9406,3.8155,0.8496,,,6.76,,3.9406,,,2.8194
6/6/1990 9:00,237.97,229.23,5.3986,5.2543,0.8578,,,9.1,,5.3986,,,3.7014
6/6/1990 10:00,313.51,302.63,7.1113,6.9446,0.8606,,,12.94,,7.1113,,,5.8287
6/6/1990 11:00,350.27,340.45,7.9994,7.8211,0.8675,,,12.78,,7.9994,,,4.7806
6/6/1990 12:00,327.18,316.1,7.3912,7.2208,0.8574,,,17,,7.3912,,,9.6088
6/6/1990 13:00,300.26,290.08,6.7843,6.6219,0.8568,,,18.6,,6.7843,,,11.8157
6/6/1990 14:00,263.08,253.66,5.9332,5.782,0.8539,,,16.82,,5.9332,,,10.8868
6/6/1990 15:00,205.97,198.21,4.6307,4.4966,0.8481,,,13.08,,4.6307,,,8.4493
6/6/1990 16:00,129.07,123.8,2.8656,2.7546,0.8291,,,14.28,,2.8656,,,11.4144
6/6/1990 17:00,53.047,50.949,1.1252,1.037,0.7595,,,12.54,,1.1252,,,11.4148
6/6/1990 18:00,0,0,0,-0.002,1,,,12.28,,0,,,12.28
6/6/1990 19:00,0,0,0,-0.002,1,,,11.82,,0,,,11.82
6/6/1990 20:00,0,0,0,-0.002,1,,,8.82,,0,,,8.82
6/6/1990 21:00,0,0,0,-0.002,1,,,7.08,,0,,,7.08
6/6/1990 22:00,0,0,0,-0.002,1,,,6.92,,0,,,6.92
6/6/1990 23:00,0,0,0,-0.002,1,,,6.72,,0,,,6.72
7/6/1990 0:00,0,0,0,-0.002,1,,,6.6,,0,,,6.6
7/6/1990 1:00,0,0,0,-0.002,1,,,6.54,,0,,,6.54
7/6/1990 2:00,0,0,0,-0.002,1,,,6.34,,0,,,6.34
7/6/1990 3:00,0,0,0,-0.002,1,,,6.28,,0,,,6.28
7/6/1990 4:00,0,0,0,-0.002,1,,,6.46,,0,,,6.46
7/6/1990 5:00,0,0,0,-0.002,1,,,7,,0,,,7
7/6/1990 6:00,52.702,41.173,0.9142,0.8287,0.6109,,,11.82,,0.9142,,,10.9058
7/6/1990 7:00,220.7,195.32,4.6512,4.5168,0.7951,,,10,,4.6512,,,5.3488
7/6/1990 8:00,421.13,404.78,9.5175,9.3193,0.8597,,,18.62,,9.5175,,,9.1025
7/6/1990 9:00,613,602.34,13.754,13.5,0.8556,,,31.76,,13.754,,,18.006
7/6/1990 10:00,749.64,741.52,16.478,16.182,0.8386,,,35.94,,16.478,,,19.462
7/6/1990 11:00,819.33,813.6,17.771,17.451,0.8275,,,41.16,,17.771,,,23.389
7/6/1990 12:00,839.46,833.95,18.078,17.753,0.8216,,,47.64,,18.078,,,29.562
7/6/1990 13:00,791.32,785.51,17.131,16.823,0.8259,,,51.44,,17.131,,,34.309
7/6/1990 14:00,709.15,700.33,15.471,15.193,0.8323,,,57.74,,15.471,,,42.269
7/6/1990 15:00,546.01,534.2,12.092,11.86,0.8439,,,49.16,,12.092,,,37.068
7/6/1990 16:00,348.27,325.9,7.5452,7.3729,0.8225,,,40.1,,7.5452,,,32.5548
7/6/1990 17:00,139.21,110.96,2.5428,2.436,0.6798,,,31.88,,2.5428,,,29.3372
7/6/1990 18:00,10.521,10.105,0.1781,0.0579,0.2138,,,17.48,,0.1781,,,17.3019
7/6/1990 19:00,0,0,0,-0.002,1,,,14.04,,0,,,14.04
7/6/1990 20:00,0,0,0,-0.002,1,,,15.28,,0,,,15.28
7/6/1990 21:00,0,0,0,-0.002,1,,,10.32,,0,,,10.32
7/6/1990 22:00,0,0,0,-0.002,1,,,8.62,,0,,,8.62
7/6/1990 23:00,0,0,0,-0.002,1,,,7.9,,0,,,7.9
8/6/1990 0:00,0,0,0,-0.002,1,,,6.7,,0,,,6.7
8/6/1990 1:00,0,0,0,-0.002,1,,,6.7,,0,,,6.7
8/6/1990 2:00,0,0,0,-0.002,1,,,6.68,,0,,,6.68
8/6/1990 3:00,0,0,0,-0.002,1,,,6.48,,0,,,6.48
8/6/1990 4:00,0,0,0,-0.002,1,,,8.3,,0,,,8.3
8/6/1990 5:00,0,0,0,-0.002,1,,,6.5,,0,,,6.5
8/6/1990 6:00,53.567,33.307,0.7273,0.6426,0.466,,,7.98,,0.7273,,,7.2527
8/6/1990 7:00,269.35,230.55,5.5124,5.3667,0.7741,,,6.98,,5.5124,,,1.4676
8/6/1990 8:00,514.72,494.73,11.56,11.335,0.8555,,,14.04,,11.56,,,2.48
8/6/1990 9:00,729.52,719.42,16.201,15.909,0.8473,,,25.5,,16.201,,,9.299
8/6/1990 10:00,889.36,883.03,19.231,18.885,0.825,,,29.1,,19.231,,,9.869
8/6/1990 11:00,981.5,977.81,20.814,20.439,0.809,,,34.64,,20.814,,,13.826
8/6/1990 12:00,992.7,989.03,20.934,20.557,0.8045,,,48.1,,20.934,,,27.166
8/6/1990 13:00,931.26,927.43,19.83,19.473,0.8124,,,48.88,,19.83,,,29.05
8/6/1990 14:00,806.6,798.38,17.47,17.155,0.8263,,,44.24,,17.47,,,26.77
8/6/1990 15:00,617.33,605.08,13.664,13.411,0.844,,,36.48,,13.664,,,22.816
8/6/1990 16:00,385.54,359.54,8.3686,8.1855,0.8248,,,30.18,,8.3686,,,21.8114
8/6/1990 17:00,152.31,114.03,2.6369,2.5289,0.6451,,,21.3,,2.6369,,,18.6631
8/6/1990 18:00,7.2918,7.0036,0.1118,0,1,,,16.8,,0.1118,,,16.6882
8/6/1990 19:00,0,0,0,-0.002,1,,,10.48,,0,,,10.48
8/6/1990 20:00,0,0,0,-0.002,1,,,8.52,,0,,,8.52
8/6/1990 21:00,0,0,0,-0.002,1,,,8.88,,0,,,8.88
8/6/1990 22:00,0,0,0,-0.002,1,,,7.28,,0,,,7.28
8/6/1990 23:00,0,0,0,-0.002,1,,,7.1,,0,,,7.1
9/6/1990 0:00,0,0,0,-0.002,1,,,7.24,,0,,,7.24
9/6/1990 1:00,0,0,0,-0.002,1,,,8.74,,0,,,8.74
9/6/1990 2:00,0,0,0,-0.002,1,,,7.1,,0,,,7.1
9/6/1990 3:00,0,0,0,-0.002,1,,,6.5,,0,,,6.5
9/6/1990 4:00,0,0,0,-0.002,1,,,6.62,,0,,,6.62
9/6/1990 5:00,0,0,0,-0.002,1,,,7.84,,0,,,7.84
9/6/1990 6:00,50.127,33.137,0.7237,0.6387,0.495,,,11.06,,0.7237,,,10.3363
9/6/1990 7:00,247.77,213.35,5.0969,4.9567,0.7772,,,12.9,,5.0969,,,7.8031
9/6/1990 8:00,473.04,454.57,10.652,10.439,0.8573,,,15.98,,10.652,,,5.328
9/6/1990 9:00,675.64,665.85,15.076,14.805,0.8513,,,31.02,,15.076,,,15.944
9/6/1990 10:00,823.89,817.33,17.934,17.611,0.8305,,,36.52,,17.934,,,18.586
9/6/1990 11:00,910.86,906.77,19.461,19.111,0.8151,,,37.26,,19.461,,,17.799
9/6/1990 12:00,934.47,930.69,19.791,19.435,0.808,,,42.58,,19.791,,,22.789
9/6/1990 13:00,885.52,881.56,18.867,18.528,0.8129,,,39.02,,18.867,,,20.153
9/6/1990 14:00,767.46,759.31,16.589,16.29,0.8246,,,43.06,,16.589,,,26.471
9/6/1990 15:00,592.23,580.64,13.045,12.801,0.8397,,,42.16,,13.045,,,29.115
9/6/1990 16:00,375.05,350,8.0834,7.904,0.8188,,,29.2,,8.0834,,,21.1166
9/6/1990 17:00,151.58,114.5,2.6257,2.5178,0.6453,,,23.16,,2.6257,,,20.5343
9/6/1990 18:00,9.8535,9.464,0.1641,0.043,0.1694,,,15.86,,0.1641,,,15.6959
9/6/1990 19:00,0,0,0,-0.002,1,,,16.36,,0,,,16.36
9/6/1990 20:00,0,0,0,-0.002,1,,,10.78,,0,,,10.78
9/6/1990 21:00,0,0,0,-0.002,1,,,11.2,,0,,,11.2
9/6/1990 22:00,0,0,0,-0.002,1,,,8.66,,0,,,8.66
9/6/1990 23:00,0,0,0,-0.002,1,,,10.32,,0,,,10.32
10/6/1990 0:00,0,0,0,-0.002,1,,,7.28,,0,,,7.28
10/6/1990 1:00,0,0,0,-0.002,1,,,8.4,,0,,,8.4
10/6/1990 2:00,0,0,0,-0.002,1,,,6.62,,0,,,6.62
10/6/1990 3:00,0,0,0,-0.002,1,,,6.36,,0,,,6.36
10/6/1990 4:00,0,0,0,-0.002,1,,,8.14,,0,,,8.14
10/6/1990 5:00,0,0,0,-0.002,1,,,6.56,,0,,,6.56
10/6/1990 6:00,50.28,44.908,1.0046,0.918,0.7093,,,8.76,,1.0046,,,7.7554
10/6/1990 7:00,183.98,170.62,4.0593,3.9327,0.8304,,,8.58,,4.0593,,,4.5207
10/6/1990 8:00,343.83,330.28,7.8276,7.6515,0.8646,,,8.68,,7.8276,,,0.8524
10/6/1990 9:00,553.19,541.07,12.489,12.252,0.8604,,,28.26,,12.489,,,15.771
10/6/1990 10:00,742.25,733.67,16.357,16.063,0.8407,,,29.92,,16.357,,,13.563
10/6/1990 11:00,838.76,832.82,18.148,17.822,0.8255,,,34.34,,18.148,,,16.192
10/6/1990 12:00,792.02,786.05,17.203,16.893,0.8286,,,32.56,,17.203,,,15.357
10/6/1990 13:00,665.82,656.73,14.652,14.387,0.8395,,,34.22,,14.652,,,19.568
10/6/1990 14:00,618.11,606.71,13.623,13.371,0.8404,,,29.08,,13.623,,,15.457
10/6/1990 15:00,375.3,364.02,8.4161,8.2323,0.8522,,,31.36,,8.4161,,,22.9439
10/6/1990 16:00,221.49,211.2,4.9188,4.7809,0.8386,,,28.6,,4.9188,,,23.6812
10/6/1990 17:00,93.779,88.583,2.0178,1.9179,0.7945,,,25.62,,2.0178,,,23.6022
10/6/1990 18:00,0,0,0,-0.002,1,,,19.74,,0,,,19.74
10/6/1990 19:00,0,0,0,-0.002,1,,,14.66,,0,,,14.66
10/6/1990 20:00,0,0,0,-0.002,1,,,8.76,,0,,,8.76
10/6/1990 21:00,0,0,0,-0.002,1,,,8.52,,0,,,8.52
10/6/1990 22:00,0,0,0,-0.002,1,,,7.44,,0,,,7.44
10/6/1990 23:00,0,0,0,-0.002,1,,,6.42,,0,,,6.42
11/6/1990 0:00,0,0,0,-0.002,1,,,7.46,,0,,,7.46
11/6/1990 1:00,0,0,0,-0.002,1,,,6.9,,0,,,6.9
11/6/1990 2:00,0,0,0,-0.002,1,,,6.22,,0,,,6.22
11/6/1990 3:00,0,0,0,-0.002,1,,,6.16,,0,,,6.16
11/6/1990 4:00,0,0,0,-0.002,1,,,6.36,,0,,,6.36
11/6/1990 5:00,0,0,0,-0.002,1,,,6.12,,0,,,6.12
11/6/1990 6:00,45.269,42.789,0.9446,0.8588,0.737,,,7.82,,0.9446,,,6.8754
11/6/1990 7:00,164.61,153.69,3.6158,3.4949,0.8248,,,7.92,,3.6158,,,4.3042
11/6/1990 8:00,286.12,274.81,6.4743,6.316,0.8576,,,11.72,,6.4743,,,5.2457
11/6/1990 9:00,400.71,388.77,9.0588,8.8667,0.8597,,,30.42,,9.0588,,,21.3612
11/6/1990 10:00,409.98,398.26,9.2456,9.051,0.8577,,,35,,9.2456,,,25.7544
11/6/1990 11:00,488.53,476.37,10.939,10.722,0.8527,,,36.36,,10.939,,,25.421
11/6/1990 12:00,437.41,423.56,9.7639,9.5625,0.8493,,,34.08,,9.7639,,,24.3161
11/6/1990 13:00,392.11,379.29,8.7709,8.5825,0.8504,,,34.76,,8.7709,,,25.9891
11/6/1990 14:00,357.66,346.76,8.0346,7.8558,0.8533,,,34.7,,8.0346,,,26.6654
11/6/1990 15:00,270.27,260.43,6.06,5.9071,0.8491,,,33.44,,6.06,,,27.38
11/6/1990 16:00,188.97,180.84,4.2023,4.0737,0.8375,,,28.24,,4.2023,,,24.0377
11/6/1990 17:00,84.22,80.081,1.8116,1.7144,0.7908,,,23.8,,1.8116,,,21.9884
11/6/1990 18:00,0,0,0,-0.002,1,,,19.5,,0,,,19.5
11/6/1990 19:00,0,0,0,-0.002,1,,,16.28,,0,,,16.28
11/6/1990 20:00,0,0,0,-0.002,1,,,8.9,,0,,,8.9
11/6/1990 21:00,0,0,0,-0.002,1,,,6.74,,0,,,6.74
11/6/1990 22:00,0,0,0,-0.002,1,,,6.48,,0,,,6.48
11/6/1990 23:00,0,0,0,-0.002,1,,,6.58,,0,,,6.58
12/6/1990 0:00,0,0,0,-0.002,1,,,6.4,,0,,,6.4
12/6/1990 1:00,0,0,0,-0.002,1,,,6.08,,0,,,6.08
12/6/1990 2:00,0,0,0,-0.002,1,,,6.1,,0,,,6.1
12/6/1990 3:00,0,0,0,-0.002,1,,,6.02,,0,,,6.02
12/6/1990 4:00,0,0,0,-0.002,1,,,6.3,,0,,,6.3
12/6/1990 5:00,0,0,0,-0.002,1,,,7.14,,0,,,7.14
12/6/1990 6:00,8.3064,8.1054,0.1373,0.0144,0.0675,,,6.6,,0.1373,,,6.4627
12/6/1990 7:00,27.154,26.205,0.5554,0.4595,0.6575,,,6.48,,0.5554,,,5.9246
12/6/1990 8:00,340.21,326.74,7.7586,7.5834,0.866,,,7.72,,7.72,,,0
12/6/1990 9:00,504.65,493.04,11.477,11.253,0.8663,,,6.08,,6.08,,,0
12/6/1990 10:00,913.02,905.27,19.611,19.258,0.8194,,,10.94,,10.94,,,0
12/6/1990 11:00,664.38,658.74,14.831,14.563,0.8516,,,11.62,,11.62,,,0
12/6/1990 12:00,264.4,255.32,5.9921,5.8401,0.8581,,,12.38,,5.9921,,,6.3879
12/6/1990 13:00,116.85,112.34,2.6034,2.4958,0.8298,,,13.2,,2.6034,,,10.5966
12/6/1990 14:00,71.623,68.78,1.5596,1.4657,0.795,,,11.1,,1.5596,,,9.5404
12/6/1990 15:00,179.91,173.11,4.0867,3.9597,0.8551,,,13.74,,4.0867,,,9.6533
12/6/1990 16:00,298.29,281.75,6.6511,6.4905,0.8453,,,13.62,,6.6511,,,6.9689
12/6/1990 17:00,175.64,139.97,3.2803,3.1638,0.6998,,,11.14,,3.2803,,,7.8597
12/6/1990 18:00,0,0,0,-0.002,1,,,12.18,,0,,,12.18
12/6/1990 19:00,0,0,0,-0.002,1,,,6.82,,0,,,6.82
12/6/1990 20:00,0,0,0,-0.002,1,,,6.1,,0,,,6.1
12/6/1990 21:00,0,0,0,-0.002,1,,,7.68,,0,,,7.68
12/6/1990 22:00,0,0,0,-0.002,1,,,6.12,,0,,,6.12
12/6/1990 23:00,0,0,0,-0.002,1,,,6.26,,0,,,6.26
13/06/90 00:00,0,0,0,-0.002,1,,,6.12,,0,,,6.12
13/06/90 01:00,0,0,0,-0.002,1,,,5.94,,0,,,5.94
13/06/90 02:00,0,0,0,-0.002,1,,,6.2,,0,,,6.2
13/06/90 03:00,0,0,0,-0.002,1,,,6.16,,0,,,6.16
13/06/90 04:00,0,0,0,-0.002,1,,,6.2,,0,,,6.2
13/06/90 05:00,0,0,0,-0.002,1,,,5.72,,0,,,5.72
13/06/90 06:00,41.252,39.31,0.858,0.7733,0.7283,,,5.92,,0.858,,,5.062
13/06/90 07:00,112.76,107.66,2.4994,2.3932,0.8246,,,6.66,,2.4994,,,4.1606
13/06/90 08:00,260.59,250.26,5.8755,5.725,0.8535,,,7.6,,5.8755,,,1.7245
13/06/90 09:00,404.99,392.98,9.1056,8.9129,0.855,,,5.94,,5.94,,,0
