PVSYST 7.2.11,,,,,
,File,File date,Description,,
Project,test26kw_Project.PRJ,04/10/22 18h35,test26kw,,
Geographical Site,Chatuchak_MN80.SIT,04/10/22 18h35,Chatuchak;Thailand;Asia;,,
Meteo data,Chatuchak_MN80_SYN.MET,04/10/22 18h13,Chatuchak;Meteonorm 8.0 (1996-2015);Synthetic,,
Simulation variant,test26kw_Project.VC0,04/10/22 21h05,New simulation variant,,
Simulation date,,05/10/22 23h03,,,
,,,,,
Simulation:,Hourly values, from 01/01/90, to 31/12/90 ,,
,,,,,
date,GlobInc,GlobEff,EArray,E_Grid,PR
    ,W/m²,W/m²,kW,kW,ratio
,,,,,
1/1/1990 0:00,0,0,0,-0.002,1
1/1/1990 1:00,0,0,0,-0.002,1
1/1/1990 2:00,0,0,0,-0.002,1
1/1/1990 3:00,0,0,0,-0.002,1
1/1/1990 4:00,0,0,0,-0.002,1
1/1/1990 5:00,0,0,0,-0.002,1
1/1/1990 6:00,0,0,0,-0.002,1
1/1/1990 7:00,170.37,150.64,3.5401,3.4202,0.7799
1/1/1990 8:00,99.024,95.11,2.1966,2.0944,0.8217
1/1/1990 9:00,95.907,92.128,2.1237,2.0224,0.8192
1/1/1990 10:00,340.12,330.73,7.7584,7.5833,0.8662
1/1/1990 11:00,113.92,109.48,2.5329,2.4262,0.8274
1/1/1990 12:00,502.75,493.69,11.367,11.144,0.8612
1/1/1990 13:00,970.19,962.29,20.382,20.015,0.8015
1/1/1990 14:00,504.54,494.14,11.274,11.052,0.8511
1/1/1990 15:00,628.28,616.82,13.815,13.561,0.8385
1/1/1990 16:00,363.14,343.87,7.9461,7.7686,0.8311
1/1/1990 17:00,30.226,28.917,0.602,0.5092,0.6544
1/1/1990 18:00,0,0,0,-0.002,1
1/1/1990 19:00,0,0,0,-0.002,1
1/1/1990 20:00,0,0,0,-0.002,1
1/1/1990 21:00,0,0,0,-0.002,1
1/1/1990 22:00,0,0,0,-0.002,1
1/1/1990 23:00,0,0,0,-0.002,1
2/1/1990 0:00,0,0,0,-0.002,1
2/1/1990 1:00,0,0,0,-0.002,1
2/1/1990 2:00,0,0,0,-0.002,1
2/1/1990 3:00,0,0,0,-0.002,1
2/1/1990 4:00,0,0,0,-0.002,1
2/1/1990 5:00,0,0,0,-0.002,1
2/1/1990 6:00,0,0,0,-0.002,1
2/1/1990 7:00,87.412,79.963,1.8425,1.7449,0.7755
2/1/1990 8:00,282.65,271.62,6.4206,6.263,0.8608
2/1/1990 9:00,446.36,435.31,10.116,9.9103,0.8626
2/1/1990 10:00,527.39,516.75,11.843,11.614,0.8555
2/1/1990 11:00,672.12,663.01,14.813,14.546,0.8408
2/1/1990 12:00,604.87,594.4,13.375,13.127,0.8431
2/1/1990 13:00,363.25,353.26,8.1655,7.9851,0.854
2/1/1990 14:00,300.33,290.33,6.7398,6.5781,0.8509
2/1/1990 15:00,340,330.65,7.6638,7.4899,0.8558
2/1/1990 16:00,185.58,176.93,4.1092,3.9818,0.8336
2/1/1990 17:00,0,0,0,-0.002,1
2/1/1990 18:00,0,0,0,-0.002,1
2/1/1990 19:00,0,0,0,-0.002,1
2/1/1990 20:00,0,0,0,-0.002,1
2/1/1990 21:00,0,0,0,-0.002,1
2/1/1990 22:00,0,0,0,-0.002,1
2/1/1990 23:00,0,0,0,-0.002,1
3/1/1990 0:00,0,0,0,-0.002,1
3/1/1990 1:00,0,0,0,-0.002,1
3/1/1990 2:00,0,0,0,-0.002,1
3/1/1990 3:00,0,0,0,-0.002,1
3/1/1990 4:00,0,0,0,-0.002,1
3/1/1990 5:00,0,0,0,-0.002,1
3/1/1990 6:00,0,0,0,-0.002,1
3/1/1990 7:00,158.08,138.01,3.271,3.1546,0.7753
3/1/1990 8:00,395.68,380.28,8.9732,8.7821,0.8623
3/1/1990 9:00,632.79,623.45,14.188,13.928,0.8551
3/1/1990 10:00,797,790.67,17.387,17.074,0.8323
3/1/1990 11:00,890.58,885.77,19.018,18.675,0.8147
3/1/1990 12:00,924.89,920.26,19.524,19.172,0.8053
3/1/1990 13:00,883.53,879.11,18.734,18.396,0.8089
3/1/1990 14:00,769.61,762.52,16.571,16.273,0.8215
3/1/1990 15:00,589.86,580.24,12.984,12.74,0.8391
3/1/1990 16:00,345.84,328.03,7.5645,7.3919,0.8304
3/1/1990 17:00,29.894,28.616,0.5946,0.5013,0.6514
3/1/1990 18:00,0,0,0,-0.002,1
3/1/1990 19:00,0,0,0,-0.002,1
3/1/1990 20:00,0,0,0,-0.002,1
3/1/1990 21:00,0,0,0,-0.002,1
3/1/1990 22:00,0,0,0,-0.002,1
3/1/1990 23:00,0,0,0,-0.002,1
4/1/1990 0:00,0,0,0,-0.002,1
4/1/1990 1:00,0,0,0,-0.002,1
4/1/1990 2:00,0,0,0,-0.002,1
4/1/1990 3:00,0,0,0,-0.002,1
4/1/1990 4:00,0,0,0,-0.002,1
4/1/1990 5:00,0,0,0,-0.002,1
4/1/1990 6:00,0,0,0,-0.002,1
4/1/1990 7:00,15.303,14.886,0.2883,0.1752,0.4446
4/1/1990 8:00,55.4,53.207,1.1913,1.1022,0.7729
4/1/1990 9:00,151.91,146.14,3.4291,3.3107,0.8467
4/1/1990 10:00,158.65,152.64,3.5797,3.4594,0.8471
4/1/1990 11:00,315.08,304.64,7.1566,6.9894,0.8618
4/1/1990 12:00,307.21,296.91,6.963,6.7983,0.8597
4/1/1990 13:00,352.45,341.17,7.9661,7.7883,0.8585
4/1/1990 14:00,318.92,308.49,7.2075,7.0396,0.8575
4/1/1990 15:00,179.67,173.04,4.0364,3.91,0.8455
4/1/1990 16:00,44.276,42.549,0.9262,0.8406,0.7376
4/1/1990 17:00,9.6944,9.559,0.1668,0.0458,0.1836
4/1/1990 18:00,0,0,0,-0.002,1
4/1/1990 19:00,0,0,0,-0.002,1
4/1/1990 20:00,0,0,0,-0.002,1
4/1/1990 21:00,0,0,0,-0.002,1
4/1/1990 22:00,0,0,0,-0.002,1
4/1/1990 23:00,0,0,0,-0.002,1
5/1/1990 0:00,0,0,0,-0.002,1
5/1/1990 1:00,0,0,0,-0.002,1
5/1/1990 2:00,0,0,0,-0.002,1
5/1/1990 3:00,0,0,0,-0.002,1
5/1/1990 4:00,0,0,0,-0.002,1
5/1/1990 5:00,0,0,0,-0.002,1
5/1/1990 6:00,0,0,0,-0.002,1
5/1/1990 7:00,160.2,139.74,3.31,3.1931,0.7744
5/1/1990 8:00,413.19,396.92,9.338,9.1422,0.8596
5/1/1990 9:00,426,415.53,9.7116,9.5109,0.8674
5/1/1990 10:00,515.53,504.97,11.638,11.412,0.86
5/1/1990 11:00,561.22,550.92,12.579,12.341,0.8543
5/1/1990 12:00,411.25,400.4,9.2881,9.0929,0.859
5/1/1990 13:00,486.27,474.96,10.919,10.702,0.855
5/1/1990 14:00,457.14,446.77,10.295,10.087,0.8572
5/1/1990 15:00,376.46,366.6,8.512,8.327,0.8593
5/1/1990 16:00,284.73,270.81,6.3297,6.1733,0.8423
5/1/1990 17:00,35.092,33.429,0.7126,0.6269,0.6941
5/1/1990 18:00,0,0,0,-0.002,1
5/1/1990 19:00,0,0,0,-0.002,1
5/1/1990 20:00,0,0,0,-0.002,1
5/1/1990 21:00,0,0,0,-0.002,1
5/1/1990 22:00,0,0,0,-0.002,1
5/1/1990 23:00,0,0,0,-0.002,1
6/1/1990 0:00,0,0,0,-0.002,1
6/1/1990 1:00,0,0,0,-0.002,1
6/1/1990 2:00,0,0,0,-0.002,1
6/1/1990 3:00,0,0,0,-0.002,1
6/1/1990 4:00,0,0,0,-0.002,1
6/1/1990 5:00,0,0,0,-0.002,1
6/1/1990 6:00,0,0,0,-0.002,1
6/1/1990 7:00,151.23,131.71,3.1406,3.026,0.7774
6/1/1990 8:00,380.65,365.58,8.7032,8.5157,0.8691
6/1/1990 9:00,632.03,622.68,14.288,14.028,0.8623
6/1/1990 10:00,806.28,799.88,17.71,17.391,0.838
6/1/1990 11:00,845.89,840.12,18.359,18.029,0.828
6/1/1990 12:00,903.52,897.99,19.318,18.97,0.8157
6/1/1990 13:00,812.85,806.72,17.595,17.279,0.8258
6/1/1990 14:00,703.97,695.76,15.444,15.166,0.8369
6/1/1990 15:00,522.53,512.74,11.694,11.468,0.8526
6/1/1990 16:00,289.14,275.1,6.4228,6.2651,0.8418
6/1/1990 17:00,30.467,29.169,0.6135,0.5214,0.6649
6/1/1990 18:00,0,0,0,-0.002,1
6/1/1990 19:00,0,0,0,-0.002,1
6/1/1990 20:00,0,0,0,-0.002,1
6/1/1990 21:00,0,0,0,-0.002,1
6/1/1990 22:00,0,0,0,-0.002,1
6/1/1990 23:00,0,0,0,-0.002,1
7/1/1990 0:00,0,0,0,-0.002,1
7/1/1990 1:00,0,0,0,-0.002,1
7/1/1990 2:00,0,0,0,-0.002,1
7/1/1990 3:00,0,0,0,-0.002,1
7/1/1990 4:00,0,0,0,-0.002,1
7/1/1990 5:00,0,0,0,-0.002,1
7/1/1990 6:00,0,0,0,-0.002,1
7/1/1990 7:00,32.14,30.964,0.6684,0.5798,0.7009
7/1/1990 8:00,97.822,93.95,2.1915,2.0893,0.8298
7/1/1990 9:00,258.73,249.81,5.9408,5.7895,0.8693
7/1/1990 10:00,348.39,338.54,7.9951,7.8169,0.8717
7/1/1990 11:00,719.43,710.47,15.946,15.659,0.8456
7/1/1990 12:00,703.14,693.92,15.541,15.261,0.8432
7/1/1990 13:00,782.03,774.89,17.054,16.747,0.832
7/1/1990 14:00,402.59,392.18,9.0854,8.8928,0.8582
7/1/1990 15:00,39.044,37.448,0.8055,0.7215,0.7179
7/1/1990 16:00,82.29,79.004,1.7968,1.6998,0.8025
7/1/1990 17:00,10.465,10.3,0.1835,0.0636,0.2362
7/1/1990 18:00,0,0,0,-0.002,1
7/1/1990 19:00,0,0,0,-0.002,1
7/1/1990 20:00,0,0,0,-0.002,1
7/1/1990 21:00,0,0,0,-0.002,1
7/1/1990 22:00,0,0,0,-0.002,1
7/1/1990 23:00,0,0,0,-0.002,1
8/1/1990 0:00,0,0,0,-0.002,1
8/1/1990 1:00,0,0,0,-0.002,1
8/1/1990 2:00,0,0,0,-0.002,1
8/1/1990 3:00,0,0,0,-0.002,1
8/1/1990 4:00,0,0,0,-0.002,1
8/1/1990 5:00,0,0,0,-0.002,1
8/1/1990 6:00,0,0,0,-0.002,1
8/1/1990 7:00,119.06,105.05,2.4626,2.3569,0.7691
8/1/1990 8:00,207.68,199.43,4.7407,4.6051,0.8614
8/1/1990 9:00,309.12,299.76,7.1019,6.9354,0.8716
8/1/1990 10:00,367.25,356.95,8.4045,8.2209,0.8697
8/1/1990 11:00,471.15,460.03,10.699,10.485,0.8646
8/1/1990 12:00,479.69,468.19,10.855,10.639,0.8617
8/1/1990 13:00,463.49,452.56,10.494,10.283,0.8619
8/1/1990 14:00,189.91,183.01,4.2947,4.1649,0.852
8/1/1990 15:00,63.799,61.234,1.3774,1.2858,0.783
8/1/1990 16:00,22.125,21.272,0.4337,0.33,0.5794
8/1/1990 17:00,11.223,11.033,0.2008,0.0821,0.284
8/1/1990 18:00,0,0,0,-0.002,1
8/1/1990 19:00,0,0,0,-0.002,1
8/1/1990 20:00,0,0,0,-0.002,1
8/1/1990 21:00,0,0,0,-0.002,1
8/1/1990 22:00,0,0,0,-0.002,1
8/1/1990 23:00,0,0,0,-0.002,1
9/1/1990 0:00,0,0,0,-0.002,1
9/1/1990 1:00,0,0,0,-0.002,1
9/1/1990 2:00,0,0,0,-0.002,1
9/1/1990 3:00,0,0,0,-0.002,1
9/1/1990 4:00,0,0,0,-0.002,1
9/1/1990 5:00,0,0,0,-0.002,1
9/1/1990 6:00,0,0,0,-0.002,1
9/1/1990 7:00,94.844,86.1,2.0132,1.9134,0.7838
9/1/1990 8:00,216.11,207.49,4.9595,4.8211,0.8667
9/1/1990 9:00,112.35,107.97,2.5372,2.4305,0.8405
9/1/1990 10:00,495.04,484.78,11.331,11.11,0.8719
9/1/1990 11:00,387.87,377.42,8.8877,8.6978,0.8712
9/1/1990 12:00,423.35,412.23,9.6539,9.454,0.8676
9/1/1990 13:00,342.23,332.83,7.8348,7.6587,0.8694
9/1/1990 14:00,559.6,548.66,12.608,12.37,0.8588
9/1/1990 15:00,577.68,567.32,12.981,12.737,0.8566
9/1/1990 16:00,422.45,401.29,9.3544,9.1584,0.8422
9/1/1990 17:00,142.16,115.17,2.6739,2.5654,0.7011
9/1/1990 18:00,0,0,0,-0.002,1
9/1/1990 19:00,0,0,0,-0.002,1
9/1/1990 20:00,0,0,0,-0.002,1
9/1/1990 21:00,0,0,0,-0.002,1
9/1/1990 22:00,0,0,0,-0.002,1
9/1/1990 23:00,0,0,0,-0.002,1
10/1/1990 0:00,0,0,0,-0.002,1
10/1/1990 1:00,0,0,0,-0.002,1
10/1/1990 2:00,0,0,0,-0.002,1
10/1/1990 3:00,0,0,0,-0.002,1
10/1/1990 4:00,0,0,0,-0.002,1
10/1/1990 5:00,0,0,0,-0.002,1
10/1/1990 6:00,0,0,0,-0.002,1
10/1/1990 7:00,39.667,38.046,0.8432,0.7587,0.7431
10/1/1990 8:00,149.24,143.31,3.4119,3.2937,0.8574
10/1/1990 9:00,378.89,368.98,8.7517,8.5635,0.8781
10/1/1990 10:00,563.33,552.78,12.776,12.535,0.8645
10/1/1990 11:00,445.01,433.79,10.131,9.9253,0.8665
10/1/1990 12:00,496.91,485.47,11.244,11.023,0.8618
10/1/1990 13:00,388.24,378.21,8.8442,8.6548,0.8661
10/1/1990 14:00,711.59,702.64,15.725,15.442,0.8431
10/1/1990 15:00,694.88,683.46,15.306,15.031,0.8403
10/1/1990 16:00,345.5,328.73,7.6812,7.5071,0.8441
10/1/1990 17:00,113.22,94.069,2.1602,2.0584,0.7063
10/1/1990 18:00,0,0,0,-0.002,1
10/1/1990 19:00,0,0,0,-0.002,1
10/1/1990 20:00,0,0,0,-0.002,1
10/1/1990 21:00,0,0,0,-0.002,1
10/1/1990 22:00,0,0,0,-0.002,1
10/1/1990 23:00,0,0,0,-0.002,1
11/1/1990 0:00,0,0,0,-0.002,1
11/1/1990 1:00,0,0,0,-0.002,1
11/1/1990 2:00,0,0,0,-0.002,1
11/1/1990 3:00,0,0,0,-0.002,1
11/1/1990 4:00,0,0,0,-0.002,1
11/1/1990 5:00,0,0,0,-0.002,1
11/1/1990 6:00,0,0,0,-0.002,1
11/1/1990 7:00,136.28,118.61,2.8178,2.7074,0.7718
11/1/1990 8:00,362.52,347.83,8.2902,8.1081,0.8689
11/1/1990 9:00,572.31,562.63,13.021,12.777,0.8674
11/1/1990 10:00,741.2,733.64,16.435,16.139,0.8459
11/1/1990 11:00,842.16,836.82,18.3,17.971,0.829
11/1/1990 12:00,885.12,879.91,18.992,18.65,0.8186
11/1/1990 13:00,832.34,827.09,17.964,17.64,0.8234
11/1/1990 14:00,703.51,695.35,15.422,15.144,0.8363
11/1/1990 15:00,536.07,526.27,11.966,11.736,0.8505
11/1/1990 16:00,316.61,301.5,7.0204,6.855,0.8411
11/1/1990 17:00,112.31,92.819,2.1224,2.0211,0.6991
11/1/1990 18:00,0,0,0,-0.002,1
11/1/1990 19:00,0,0,0,-0.002,1
11/1/1990 20:00,0,0,0,-0.002,1
11/1/1990 21:00,0,0,0,-0.002,1
11/1/1990 22:00,0,0,0,-0.002,1
11/1/1990 23:00,0,0,0,-0.002,1
12/1/1990 0:00,0,0,0,-0.002,1
12/1/1990 1:00,0,0,0,-0.002,1
12/1/1990 2:00,0,0,0,-0.002,1
12/1/1990 3:00,0,0,0,-0.002,1
12/1/1990 4:00,0,0,0,-0.002,1
12/1/1990 5:00,0,0,0,-0.002,1
12/1/1990 6:00,0,0,0,-0.002,1
12/1/1990 7:00,111.28,98.344,2.3427,2.2385,0.7815
12/1/1990 8:00,198.61,190.65,4.6145,4.4806,0.8765
12/1/1990 9:00,305.85,296.54,7.1575,6.9903,0.8879
12/1/1990 10:00,413.58,402.93,9.6226,9.4231,0.8852
12/1/1990 11:00,545.38,535.06,12.554,12.316,0.8773
12/1/1990 12:00,644.82,634.3,14.634,14.368,0.8657
12/1/1990 13:00,681.48,672.33,15.378,15.102,0.8609
12/1/1990 14:00,730.03,721.71,16.343,16.049,0.8541
12/1/1990 15:00,641.69,631.79,14.487,14.224,0.8611
12/1/1990 16:00,388,369.29,8.7365,8.5485,0.856
12/1/1990 17:00,134.26,111.39,2.6159,2.5082,0.7258
12/1/1990 18:00,0,0,0,-0.002,1
12/1/1990 19:00,0,0,0,-0.002,1
12/1/1990 20:00,0,0,0,-0.002,1
12/1/1990 21:00,0,0,0,-0.002,1
12/1/1990 22:00,0,0,0,-0.002,1
12/1/1990 23:00,0,0,0,-0.002,1
13/1/1990 0:00,0,0,0,-0.002,1
13/1/1990 1:00,0,0,0,-0.002,1
13/1/1990 2:00,0,0,0,-0.002,1
13/1/1990 3:00,0,0,0,-0.002,1
13/1/1990 4:00,0,0,0,-0.002,1
13/1/1990 5:00,0,0,0,-0.002,1
13/1/1990 6:00,0,0,0,-0.002,1
13/1/1990 7:00,144.93,125.22,3.0144,2.9014,0.7778
13/1/1990 8:00,374.11,358.81,8.642,8.4553,0.878
13/1/1990 9:00,614.84,605.01,14.082,13.824,0.8735
13/1/1990 10:00,819.3,813.14,18.177,17.85,0.8464
13/1/1990 11:00,925.71,921.67,20.061,19.7,0.8268
13/1/1990 12:00,958.39,953.88,20.516,20.147,0.8167
13/1/1990 13:00,895.05,890.48,19.317,18.969,0.8234
13/1/1990 14:00,775.13,768.25,17.004,16.698,0.8369
13/1/1990 15:00,583.13,573.71,13.09,12.845,0.8558
13/1/1990 16:00,351.92,335.23,7.866,7.6894,0.8489
13/1/1990 17:00,120.1,100.3,2.3245,2.2205,0.7183
13/1/1990 18:00,0,0,0,-0.002,1
13/1/1990 19:00,0,0,0,-0.002,1
13/1/1990 20:00,0,0,0,-0.002,1
13/1/1990 21:00,0,0,0,-0.002,1
13/1/1990 22:00,0,0,0,-0.002,1
13/1/1990 23:00,0,0,0,-0.002,1
14/1/1990 0:00,0,0,0,-0.002,1
14/1/1990 1:00,0,0,0,-0.002,1
14/1/1990 2:00,0,0,0,-0.002,1
14/1/1990 3:00,0,0,0,-0.002,1
14/1/1990 4:00,0,0,0,-0.002,1
14/1/1990 5:00,0,0,0,-0.002,1
14/1/1990 6:00,0,0,0,-0.002,1
14/1/1990 7:00,139.31,120.55,2.8935,2.7821,0.7758
14/1/1990 8:00,371.6,356.34,8.5697,8.3839,0.8765
14/1/1990 9:00,615.09,605.6,14.068,13.81,0.8723
14/1/1990 10:00,785.58,779,17.487,17.172,0.8492
14/1/1990 11:00,879.79,874.51,19.177,18.832,0.8316
14/1/1990 12:00,907.32,901.9,19.574,19.221,0.823
14/1/1990 13:00,870.03,864.78,18.831,18.492,0.8257
14/1/1990 14:00,758.56,751.41,16.662,16.362,0.838
14/1/1990 15:00,584.2,574.79,13.097,12.852,0.8547
14/1/1990 16:00,350.16,333.74,7.8222,7.6462,0.8483
14/1/1990 17:00,126.43,104.95,2.4337,2.3283,0.7154
14/1/1990 18:00,0,0,0,-0.002,1
14/1/1990 19:00,0,0,0,-0.002,1
14/1/1990 20:00,0,0,0,-0.002,1
14/1/1990 21:00,0,0,0,-0.002,1
14/1/1990 22:00,0,0,0,-0.002,1
14/1/1990 23:00,0,0,0,-0.002,1
15/1/1990 0:00,0,0,0,-0.002,1
15/1/1990 1:00,0,0,0,-0.002,1
15/1/1990 2:00,0,0,0,-0.002,1
15/1/1990 3:00,0,0,0,-0.002,1
15/1/1990 4:00,0,0,0,-0.002,1
15/1/1990 5:00,0,0,0,-0.002,1
15/1/1990 6:00,0,0,0,-0.002,1
15/1/1990 7:00,173.82,146.74,3.5579,3.4378,0.7684
15/1/1990 8:00,427,409.32,9.8593,9.6567,0.8786
15/1/1990 9:00,669.68,660.15,15.343,15.067,0.8741
15/1/1990 10:00,845.98,839.83,18.863,18.523,0.8507
15/1/1990 11:00,957.88,954.21,20.891,20.515,0.8321
15/1/1990 12:00,994.8,991.23,21.467,21.08,0.8233
15/1/1990 13:00,940.65,936.79,20.456,20.088,0.8297
15/1/1990 14:00,819.83,813.51,18.151,17.825,0.8447
15/1/1990 15:00,632.81,623.33,14.344,14.082,0.8645
15/1/1990 16:00,391.4,373,8.8567,8.6672,0.8603
15/1/1990 17:00,144.56,118.82,2.8115,2.7012,0.7259
15/1/1990 18:00,0,0,0,-0.002,1
15/1/1990 19:00,0,0,0,-0.002,1
15/1/1990 20:00,0,0,0,-0.002,1
15/1/1990 21:00,0,0,0,-0.002,1
15/1/1990 22:00,0,0,0,-0.002,1
15/1/1990 23:00,0,0,0,-0.002,1
16/1/1990 0:00,0,0,0,-0.002,1
16/1/1990 1:00,0,0,0,-0.002,1
16/1/1990 2:00,0,0,0,-0.002,1
16/1/1990 3:00,0,0,0,-0.002,1
16/1/1990 4:00,0,0,0,-0.002,1
16/1/1990 5:00,0,0,0,-0.002,1
16/1/1990 6:00,0,0,0,-0.002,1
16/1/1990 7:00,165.15,139.77,3.3724,3.2548,0.7657
16/1/1990 8:00,408.74,391.78,9.3876,9.1911,0.8736
16/1/1990 9:00,641.32,632.07,14.595,14.33,0.8681
16/1/1990 10:00,818.46,812.18,18.06,17.735,0.8418
16/1/1990 11:00,931.08,926.66,20.014,19.654,0.8201
16/1/1990 12:00,971.66,967.43,20.589,20.218,0.8084
16/1/1990 13:00,942.73,938.87,19.998,19.638,0.8093
16/1/1990 14:00,831.24,824.7,17.903,17.581,0.8217
16/1/1990 15:00,647.33,637.65,14.274,14.014,0.841
16/1/1990 16:00,409.96,390.82,9.0454,8.8534,0.839
16/1/1990 17:00,154.17,127.45,2.954,2.8418,0.7161
16/1/1990 18:00,0,0,0,-0.002,1
16/1/1990 19:00,0,0,0,-0.002,1
16/1/1990 20:00,0,0,0,-0.002,1
16/1/1990 21:00,0,0,0,-0.002,1
16/1/1990 22:00,0,0,0,-0.002,1
16/1/1990 23:00,0,0,0,-0.002,1
17/1/1990 0:00,0,0,0,-0.002,1
17/1/1990 1:00,0,0,0,-0.002,1
17/1/1990 2:00,0,0,0,-0.002,1
17/1/1990 3:00,0,0,0,-0.002,1
17/1/1990 4:00,0,0,0,-0.002,1
17/1/1990 5:00,0,0,0,-0.002,1
17/1/1990 6:00,0,0,0,-0.002,1
17/1/1990 7:00,157.3,133.49,3.1825,3.0673,0.7576
17/1/1990 8:00,398.87,382.34,9.0816,8.8891,0.8658
17/1/1990 9:00,469.62,459.24,10.772,10.558,0.8734
17/1/1990 10:00,638.66,629.06,14.36,14.098,0.8576
17/1/1990 11:00,822.58,816.2,17.97,17.646,0.8334
17/1/1990 12:00,810.15,803.1,17.644,17.326,0.8308
17/1/1990 13:00,827.31,820.79,17.915,17.593,0.8261
17/1/1990 14:00,572.86,562.97,12.789,12.548,0.851
17/1/1990 15:00,385.46,375.23,8.7161,8.5284,0.8596
17/1/1990 16:00,258.31,247.09,5.7911,5.6417,0.8485
17/1/1990 17:00,58.803,54.105,1.2047,1.1155,0.737
17/1/1990 18:00,0,0,0,-0.002,1
17/1/1990 19:00,0,0,0,-0.002,1
17/1/1990 20:00,0,0,0,-0.002,1
17/1/1990 21:00,0,0,0,-0.002,1
17/1/1990 22:00,0,0,0,-0.002,1
17/1/1990 23:00,0,0,0,-0.002,1
18/1/1990 0:00,0,0,0,-0.002,1
18/1/1990 1:00,0,0,0,-0.002,1
18/1/1990 2:00,0,0,0,-0.002,1
18/1/1990 3:00,0,0,0,-0.002,1
18/1/1990 4:00,0,0,0,-0.002,1
18/1/1990 5:00,0,0,0,-0.002,1
18/1/1990 6:00,0,0,0,-0.002,1
18/1/1990 7:00,125.57,108.52,2.5638,2.4567,0.7601
18/1/1990 8:00,393.74,377.32,8.9458,8.7551,0.8639
18/1/1990 9:00,572.15,562.44,12.974,12.73,0.8644
18/1/1990 10:00,711.55,703.77,15.791,15.506,0.8466
18/1/1990 11:00,880.97,874.83,18.921,18.581,0.8194
18/1/1990 12:00,865.39,859.01,18.536,18.202,0.8171
18/1/1990 13:00,683.55,674.41,14.986,14.716,0.8364
18/1/1990 14:00,551.38,540.59,12.241,12.007,0.846
18/1/1990 15:00,419.08,408.29,9.3966,9.2001,0.8529
18/1/1990 16:00,288.07,275.41,6.4118,6.2543,0.8435
18/1/1990 17:00,115.71,97.64,2.2346,2.1318,0.7158
18/1/1990 18:00,0,0,0,-0.002,1
18/1/1990 19:00,0,0,0,-0.002,1
18/1/1990 20:00,0,0,0,-0.002,1
18/1/1990 21:00,0,0,0,-0.002,1
18/1/1990 22:00,0,0,0,-0.002,1
18/1/1990 23:00,0,0,0,-0.002,1
19/1/1990 0:00,0,0,0,-0.002,1
19/1/1990 1:00,0,0,0,-0.002,1
19/1/1990 2:00,0,0,0,-0.002,1
19/1/1990 3:00,0,0,0,-0.002,1
19/1/1990 4:00,0,0,0,-0.002,1
19/1/1990 5:00,0,0,0,-0.002,1
19/1/1990 6:00,0,0,0,-0.002,1
19/1/1990 7:00,156.59,132.57,3.1534,3.0386,0.7539
19/1/1990 8:00,402.17,385.32,9.1281,8.935,0.8631
19/1/1990 9:00,647.01,637.46,14.535,14.271,0.8569
19/1/1990 10:00,835.03,829.13,18.169,17.842,0.8301
19/1/1990 11:00,963.54,959.91,20.361,19.994,0.8062
19/1/1990 12:00,997.77,993.51,20.797,20.423,0.7952
19/1/1990 13:00,955.17,951.48,20.003,19.643,0.7989
19/1/1990 14:00,837.48,831.57,17.854,17.533,0.8133
19/1/1990 15:00,640.82,631.26,14.019,13.762,0.8343
19/1/1990 16:00,398.87,380.86,8.7487,8.5606,0.8338
19/1/1990 17:00,151.02,125.76,2.8888,2.7775,0.7145
19/1/1990 18:00,0,0,0,-0.002,1
19/1/1990 19:00,0,0,0,-0.002,1
19/1/1990 20:00,0,0,0,-0.002,1
19/1/1990 21:00,0,0,0,-0.002,1
19/1/1990 22:00,0,0,0,-0.002,1
19/1/1990 23:00,0,0,0,-0.002,1
20/1/1990 0:00,0,0,0,-0.002,1
20/1/1990 1:00,0,0,0,-0.002,1
20/1/1990 2:00,0,0,0,-0.002,1
20/1/1990 3:00,0,0,0,-0.002,1
20/1/1990 4:00,0,0,0,-0.002,1
20/1/1990 5:00,0,0,0,-0.002,1
20/1/1990 6:00,0,0,0,-0.002,1
20/1/1990 7:00,121.92,105.4,2.4799,2.374,0.7565
20/1/1990 8:00,264.44,253.6,6.0457,5.893,0.8658
20/1/1990 9:00,530.61,519.89,12.053,11.822,0.8656
20/1/1990 10:00,750.98,743.42,16.557,16.258,0.8411
20/1/1990 11:00,801.53,794.77,17.439,17.125,0.83
20/1/1990 12:00,839.91,833.18,18.069,17.744,0.8207
20/1/1990 13:00,729.61,720.75,15.893,15.607,0.8311
20/1/1990 14:00,657.72,648.2,14.439,14.177,0.8374
20/1/1990 15:00,439.78,428.79,9.8357,9.6333,0.851
20/1/1990 16:00,268.19,256.79,5.9724,5.8207,0.8432
20/1/1990 17:00,75.574,67.812,1.5207,1.4273,0.7337
20/1/1990 18:00,0,0,0,-0.002,1
20/1/1990 19:00,0,0,0,-0.002,1
20/1/1990 20:00,0,0,0,-0.002,1
20/1/1990 21:00,0,0,0,-0.002,1
20/1/1990 22:00,0,0,0,-0.002,1
20/1/1990 23:00,0,0,0,-0.002,1
21/1/1990 0:00,0,0,0,-0.002,1
21/1/1990 1:00,0,0,0,-0.002,1
21/1/1990 2:00,0,0,0,-0.002,1
21/1/1990 3:00,0,0,0,-0.002,1
21/1/1990 4:00,0,0,0,-0.002,1
21/1/1990 5:00,0,0,0,-0.002,1
21/1/1990 6:00,0,0,0,-0.002,1
21/1/1990 7:00,70.591,65.068,1.4914,1.3983,0.7696
