date,GlobInc,GlobEff,Earray(kW),E_Grid,PR,GlobHor
12/10/1990 7:00,183.23,172.83,2.9267,2.8278,0.8503,174.89
12/10/1990 8:00,387.05,376.91,6.2878,6.1077,0.8694,372.31
12/10/1990 9:00,491,481.8,7.8962,7.6744,0.8612,474.19
12/10/1990 10:00,657.55,649.78,10.316,10.017,0.8394,625.3
12/10/1990 11:00,770.97,763.44,11.81,11.465,0.8194,730.99
12/10/1990 12:00,756.46,748.97,11.579,11.242,0.8188,717.41
12/10/1990 13:00,709.16,701.4,10.92,10.603,0.8238,673.4
12/10/1990 14:00,676.77,669.75,10.476,10.172,0.8281,632.7
12/10/1990 15:00,476.25,466.69,7.548,7.3313,0.8481,447.1
12/10/1990 16:00,313.38,293.69,4.8499,4.702,0.8267,284.4
12/10/1990 17:00,32.816,31.523,0.487,0.4157,0.6979,33.794
12/10/1990 18:00,0,0,0,-0.0055,1,0
12/10/1990 19:00,0,0,0,-0.0055,1,0
12/10/1990 20:00,0,0,0,-0.0055,1,0
12/10/1990 21:00,0,0,0,-0.0055,1,0
12/10/1990 22:00,0,0,0,-0.0055,1,0
12/10/1990 23:00,0,0,0,-0.0055,1,0
13/10/1990 0:00,0,0,0,-0.0055,1,0
13/10/1990 1:00,0,0,0,-0.0055,1,0
13/10/1990 2:00,0,0,0,-0.0055,1,0
13/10/1990 3:00,0,0,0,-0.0055,1,0
13/10/1990 4:00,0,0,0,-0.0055,1,0
13/10/1990 5:00,0,0,0,-0.0055,1,0
13/10/1990 6:00,18.524,18.081,0.2737,0.1979,0.5886,19.395
13/10/1990 7:00,276.01,256.54,4.3353,4.2038,0.8392,249.4
13/10/1990 8:00,540.88,529.76,8.6285,8.3877,0.8544,493.9
13/10/1990 9:00,675.84,669.23,10.584,10.277,0.8378,628.2
13/10/1990 10:00,805.76,799.83,12.267,11.908,0.8143,754.5
13/10/1990 11:00,273.5,266.77,4.4285,4.2919,0.8646,272
13/10/1990 12:00,577.81,568.91,9.106,8.8468,0.8436,556.8
13/10/1990 13:00,739.31,731.64,11.353,11.023,0.8215,700.31
13/10/1990 14:00,655.3,646.79,10.182,9.8882,0.8314,619.3
13/10/1990 15:00,238.76,231.8,3.8463,3.7239,0.8593,237.5
13/10/1990 16:00,208.26,197.41,3.2846,3.1758,0.8402,198.4
13/10/1990 17:00,32.143,30.876,0.4786,0.4071,0.6979,33.095
13/10/1990 18:00,0,0,0,-0.0055,1,0
13/10/1990 19:00,0,0,0,-0.0055,1,0
13/10/1990 20:00,0,0,0,-0.0055,1,0
13/10/1990 21:00,0,0,0,-0.0055,1,0
13/10/1990 22:00,0,0,0,-0.0055,1,0
13/10/1990 23:00,0,0,0,-0.0055,1,0
14/10/1990 0:00,0,0,0,-0.0055,1,0
14/10/1990 1:00,0,0,0,-0.0055,1,0
14/10/1990 2:00,0,0,0,-0.0055,1,0
14/10/1990 3:00,0,0,0,-0.0055,1,0
14/10/1990 4:00,0,0,0,-0.0055,1,0
14/10/1990 5:00,0,0,0,-0.0055,1,0
14/10/1990 6:00,0,0,0,-0.0055,1,7.2079
14/10/1990 7:00,17.268,16.739,0.2502,0.1738,0.5545,18.093
14/10/1990 8:00,40.299,38.884,0.6215,0.5542,0.7577,41.897
14/10/1990 9:00,278.66,271.31,4.5669,4.4292,0.8757,277.3
14/10/1990 10:00,94.756,91.518,1.5168,1.4458,0.8407,97.706
14/10/1990 11:00,510.71,500.65,8.1809,7.9515,0.8578,500.31
14/10/1990 12:00,508.17,497.83,8.1281,7.8998,0.8565,498.6
14/10/1990 13:00,487.91,477.94,7.7824,7.5617,0.8539,478.7
14/10/1990 14:00,514.28,505.13,8.1741,7.9425,0.8509,494.69
14/10/1990 15:00,459.86,450.14,7.3303,7.1204,0.8531,431.81
14/10/1990 16:00,314.07,293.2,4.8522,4.7046,0.8253,278.51
14/10/1990 17:00,83.076,67.068,1.0827,1.0186,0.6755,68.5
14/10/1990 18:00,0,0,0,-0.0055,1,0
14/10/1990 19:00,0,0,0,-0.0055,1,0
14/10/1990 20:00,0,0,0,-0.0055,1,0
14/10/1990 21:00,0,0,0,-0.0055,1,0
14/10/1990 22:00,0,0,0,-0.0055,1,0
14/10/1990 23:00,0,0,0,-0.0055,1,0
15/10/1990 0:00,0,0,0,-0.0055,1,0
15/10/1990 1:00,0,0,0,-0.0055,1,0
15/10/1990 2:00,0,0,0,-0.0055,1,0
15/10/1990 3:00,0,0,0,-0.0055,1,0
15/10/1990 4:00,0,0,0,-0.0055,1,0
15/10/1990 5:00,0,0,0,-0.0055,1,0
15/10/1990 6:00,17.82,17.411,0.2638,0.1878,0.5806,18.695
15/10/1990 7:00,243.91,228.02,3.8758,3.7562,0.8485,223.71
15/10/1990 8:00,507.13,496.56,8.1744,7.9471,0.8634,463.31
15/10/1990 9:00,726.21,720.36,11.345,11.015,0.8357,667.7
15/10/1990 10:00,860.56,855.96,13.039,12.657,0.8103,798.6
15/10/1990 11:00,865.15,859.99,13.031,12.649,0.8055,806.29
15/10/1990 12:00,900.35,895.45,13.419,13.023,0.797,838.3
15/10/1990 13:00,848.92,844.17,12.763,12.389,0.8041,788.9
15/10/1990 14:00,708.23,701.67,10.909,10.593,0.8241,656.29
15/10/1990 15:00,461.02,451.47,7.3258,7.1152,0.8503,430.8
15/10/1990 16:00,237.89,224.27,3.7237,3.6044,0.8348,220.09
15/10/1990 17:00,25.302,24.503,0.3726,0.2988,0.6507,26.293
15/10/1990 18:00,0,0,0,-0.0055,1,0
15/10/1990 19:00,0,0,0,-0.0055,1,0
15/10/1990 20:00,0,0,0,-0.0055,1,0
15/10/1990 21:00,0,0,0,-0.0055,1,0
15/10/1990 22:00,0,0,0,-0.0055,1,0
15/10/1990 23:00,0,0,0,-0.0055,1,0
16/10/1990 0:00,0,0,0,-0.0055,1,0
16/10/1990 1:00,0,0,0,-0.0055,1,0
16/10/1990 2:00,0,0,0,-0.0055,1,0
16/10/1990 3:00,0,0,0,-0.0055,1,0
16/10/1990 4:00,0,0,0,-0.0055,1,0
16/10/1990 5:00,0,0,0,-0.0055,1,0
16/10/1990 6:00,7.6484,7.6141,0.1032,0.0237,0.1704,8.2004
16/10/1990 7:00,58.401,56.409,0.9253,0.8654,0.8164,60.494
16/10/1990 8:00,270.37,262.52,4.4504,4.3167,0.8797,265.9
16/10/1990 9:00,241.75,234.35,3.9596,3.8371,0.8745,245.9
16/10/1990 10:00,246.75,239.19,4.0359,3.9114,0.8734,251.4
16/10/1990 11:00,414.6,405.12,6.7269,6.5356,0.8685,409.21
16/10/1990 12:00,368.89,358.6,5.9751,5.8019,0.8666,372.4
16/10/1990 13:00,273.12,265.04,4.4483,4.313,0.8701,277.3
16/10/1990 14:00,725.95,718.78,11.305,10.976,0.8331,673.1
16/10/1990 15:00,460.31,450.73,7.3948,7.1852,0.86,429.2
16/10/1990 16:00,280.15,262.6,4.3881,4.2535,0.8365,251.81
16/10/1990 17:00,70.327,59.866,0.9695,0.9079,0.7113,61.096
16/10/1990 18:00,0,0,0,-0.0055,1,0
16/10/1990 19:00,0,0,0,-0.0055,1,0
16/10/1990 20:00,0,0,0,-0.0055,1,0
16/10/1990 21:00,0,0,0,-0.0055,1,0
16/10/1990 22:00,0,0,0,-0.0055,1,0
16/10/1990 23:00,0,0,0,-0.0055,1,0
17/10/1990 0:00,0,0,0,-0.0055,1,0
17/10/1990 1:00,0,0,0,-0.0055,1,0
17/10/1990 2:00,0,0,0,-0.0055,1,0
17/10/1990 3:00,0,0,0,-0.0055,1,0
17/10/1990 4:00,0,0,0,-0.0055,1,0
17/10/1990 5:00,0,0,0,-0.0055,1,0
17/10/1990 6:00,0,0,0,-0.0055,1,3.303
17/10/1990 7:00,95.262,91.727,1.5389,1.4684,0.8493,97.608
17/10/1990 8:00,164.07,158.63,2.6726,2.5786,0.8659,167.8
17/10/1990 9:00,227.58,220.49,3.722,3.6052,0.8728,231.91
17/10/1990 10:00,369.88,359.66,5.9919,5.8184,0.8667,372.91
17/10/1990 11:00,278.21,269.8,4.5252,4.3878,0.869,282.9
17/10/1990 12:00,333.31,323.77,5.4133,5.254,0.8685,337.19
17/10/1990 13:00,369.04,358.81,5.9515,5.7781,0.8626,372.19
17/10/1990 14:00,202.05,195.67,3.2723,3.1644,0.8629,206.3
17/10/1990 15:00,69.308,66.9,1.0881,1.0244,0.8143,71.803
17/10/1990 16:00,77.868,75.128,1.2301,1.1639,0.8236,80.296
17/10/1990 17:00,13.986,13.743,0.1991,0.1217,0.4792,14.806
17/10/1990 18:00,0,0,0,-0.0055,1,0
17/10/1990 19:00,0,0,0,-0.0055,1,0
17/10/1990 20:00,0,0,0,-0.0055,1,0
17/10/1990 21:00,0,0,0,-0.0055,1,0
17/10/1990 22:00,0,0,0,-0.0055,1,0
17/10/1990 23:00,0,0,0,-0.0055,1,0
18/10/1990 0:00,0,0,0,-0.0055,1,0
18/10/1990 1:00,0,0,0,-0.0055,1,0
18/10/1990 2:00,0,0,0,-0.0055,1,0
18/10/1990 3:00,0,0,0,-0.0055,1,0
18/10/1990 4:00,0,0,0,-0.0055,1,0
18/10/1990 5:00,0,0,0,-0.0055,1,0
18/10/1990 6:00,18.112,17.677,0.2691,0.1933,0.5879,19.004
18/10/1990 7:00,238.19,222.89,3.8002,3.683,0.8519,217
18/10/1990 8:00,417.53,407.71,6.8193,6.6275,0.8745,388.4
18/10/1990 9:00,588.64,580.38,9.4211,9.1563,0.857,552.7
18/10/1990 10:00,708.54,701.14,11.09,10.768,0.8373,666.4
18/10/1990 11:00,815.62,809.6,12.483,12.118,0.8186,759.79
18/10/1990 12:00,934.51,930.32,13.919,13.506,0.7963,864.01
18/10/1990 13:00,777.28,771.42,11.907,11.56,0.8194,722.5
18/10/1990 14:00,637.71,629.78,9.9754,9.6875,0.837,596.6
18/10/1990 15:00,490.16,480.53,7.8023,7.5804,0.8521,448.89
18/10/1990 16:00,275.08,258.33,4.302,4.169,0.835,249.71
18/10/1990 17:00,29.47,28.368,0.4381,0.3658,0.6839,30.394
18/10/1990 18:00,0,0,0,-0.0055,1,0
18/10/1990 19:00,0,0,0,-0.0055,1,0
18/10/1990 20:00,0,0,0,-0.0055,1,0
18/10/1990 21:00,0,0,0,-0.0055,1,0
18/10/1990 22:00,0,0,0,-0.0055,1,0
18/10/1990 23:00,0,0,0,-0.0055,1,0
19/10/1990 0:00,0,0,0,-0.0055,1,0
19/10/1990 1:00,0,0,0,-0.0055,1,0
19/10/1990 2:00,0,0,0,-0.0055,1,0
19/10/1990 3:00,0,0,0,-0.0055,1,0
19/10/1990 4:00,0,0,0,-0.0055,1,0
19/10/1990 5:00,0,0,0,-0.0055,1,0
19/10/1990 6:00,7.3501,7.3111,0.0982,0.0185,0.139,7.9076
19/10/1990 7:00,86.28,83.138,1.3849,1.3168,0.8409,88.594
19/10/1990 8:00,150.3,145.27,2.4668,2.3781,0.8718,154
19/10/1990 9:00,263.68,255.72,4.3262,4.1951,0.8766,267.51
19/10/1990 10:00,287.53,278.98,4.6936,4.5527,0.8724,291.8
19/10/1990 11:00,328.58,319.03,5.3404,5.1829,0.8691,332.7
19/10/1990 12:00,281.57,273.1,4.5818,4.4432,0.8694,286.1
19/10/1990 13:00,238.51,231.07,3.8835,3.7621,0.8691,243.3
19/10/1990 14:00,265.79,257.77,4.3319,4.1996,0.8705,269.7
19/10/1990 15:00,216.16,209.3,3.5175,3.405,0.8679,219.1
19/10/1990 16:00,77.611,74.875,1.2286,1.1626,0.8253,80.003
19/10/1990 17:00,0,0,0,-0.0055,1,4.7999
19/10/1990 18:00,0,0,0,-0.0055,1,0
19/10/1990 19:00,0,0,0,-0.0055,1,0
19/10/1990 20:00,0,0,0,-0.0055,1,0
19/10/1990 21:00,0,0,0,-0.0055,1,0
19/10/1990 22:00,0,0,0,-0.0055,1,0
19/10/1990 23:00,0,0,0,-0.0055,1,0
20/10/1990 0:00,0,0,0,-0.0055,1,0
20/10/1990 1:00,0,0,0,-0.0055,1,0
20/10/1990 2:00,0,0,0,-0.0055,1,0
20/10/1990 3:00,0,0,0,-0.0055,1,0
20/10/1990 4:00,0,0,0,-0.0055,1,0
20/10/1990 5:00,0,0,0,-0.0055,1,0
20/10/1990 6:00,27.19,26.145,0.4076,0.3349,0.6786,28.002
20/10/1990 7:00,255.97,239.22,4.039,3.9145,0.8426,230.8
20/10/1990 8:00,513.99,502.97,8.22,7.9897,0.8565,466.69
20/10/1990 9:00,762.75,755.78,11.742,11.4,0.8234,699.2
20/10/1990 10:00,443,433.68,7.1045,6.9014,0.8583,433.6
20/10/1990 11:00,200.77,194.45,3.2437,3.1361,0.8606,204.99
20/10/1990 12:00,286.99,278.3,4.6398,4.4987,0.8637,291.7
20/10/1990 13:00,298.2,289.41,4.8222,4.6765,0.8641,302.29
20/10/1990 14:00,177.03,171.32,2.8628,2.7637,0.8601,181.21
20/10/1990 15:00,212.88,206.19,3.4536,3.342,0.8649,215.2
20/10/1990 16:00,233.95,221.06,3.7059,3.5885,0.8451,218.21
20/10/1990 17:00,18.848,18.389,0.2747,0.1988,0.5812,19.801
20/10/1990 18:00,0,0,0,-0.0055,1,0
20/10/1990 19:00,0,0,0,-0.0055,1,0
20/10/1990 20:00,0,0,0,-0.0055,1,0
20/10/1990 21:00,0,0,0,-0.0055,1,0
20/10/1990 22:00,0,0,0,-0.0055,1,0
20/10/1990 23:00,0,0,0,-0.0055,1,0
21/10/1990 0:00,0,0,0,-0.0055,1,0
21/10/1990 1:00,0,0,0,-0.0055,1,0
21/10/1990 2:00,0,0,0,-0.0055,1,0
21/10/1990 3:00,0,0,0,-0.0055,1,0
21/10/1990 4:00,0,0,0,-0.0055,1,0
21/10/1990 5:00,0,0,0,-0.0055,1,0
21/10/1990 6:00,0,0,0,-0.0055,1,3.4006
21/10/1990 7:00,76.246,73.528,1.215,1.1497,0.8308,78.506
21/10/1990 8:00,140.1,135.4,2.2803,2.1947,0.8631,143.7
21/10/1990 9:00,239.08,231.7,3.9066,3.7851,0.8723,243.1
21/10/1990 10:00,300.91,292.06,4.8956,4.7491,0.8696,304.9
21/10/1990 11:00,386.02,375.26,6.2272,6.0474,0.8631,389
21/10/1990 12:00,405.22,394.11,6.5128,6.3255,0.8601,407.69
21/10/1990 13:00,478.61,468.79,7.6588,7.4419,0.8567,467.29
21/10/1990 14:00,304.87,296.09,4.9245,4.7759,0.8631,307.4
21/10/1990 15:00,176.56,170.78,2.8484,2.7494,0.858,180.1
21/10/1990 16:00,105.29,101.38,1.675,1.6006,0.8375,107.6
21/10/1990 17:00,12.593,12.4,0.177,0.099,0.4331,13.407
21/10/1990 18:00,0,0,0,-0.0055,1,0
21/10/1990 19:00,0,0,0,-0.0055,1,0
21/10/1990 20:00,0,0,0,-0.0055,1,0
21/10/1990 21:00,0,0,0,-0.0055,1,0
21/10/1990 22:00,0,0,0,-0.0055,1,0
21/10/1990 23:00,0,0,0,-0.0055,1,0
22/10/1990 0:00,0,0,0,-0.0055,1,0
22/10/1990 1:00,0,0,0,-0.0055,1,0
22/10/1990 2:00,0,0,0,-0.0055,1,0
22/10/1990 3:00,0,0,0,-0.0055,1,0
22/10/1990 4:00,0,0,0,-0.0055,1,0
22/10/1990 5:00,0,0,0,-0.0055,1,0
22/10/1990 6:00,15.099,14.816,0.2206,0.1436,0.5238,15.994
22/10/1990 7:00,286.42,266.56,4.5208,4.3855,0.8436,251.2
22/10/1990 8:00,455.2,444.59,7.3756,7.169,0.8677,419.9
22/10/1990 9:00,219.82,213.16,3.6006,3.4868,0.874,223.01
22/10/1990 10:00,472.11,462.49,7.6344,7.4206,0.866,460.4
22/10/1990 11:00,818.85,811.25,12.557,12.19,0.8202,765.8
22/10/1990 12:00,606.8,597.42,9.5972,9.3241,0.8466,580
22/10/1990 13:00,706.94,699,11.009,10.689,0.8331,663.19
22/10/1990 14:00,195.65,189.55,3.1717,3.0661,0.8634,199.3
22/10/1990 15:00,146.83,141.94,2.3715,2.2831,0.8567,150.5
22/10/1990 16:00,125.48,120.5,2.0103,1.9296,0.8472,126.7
22/10/1990 17:00,15.984,15.655,0.2311,0.1543,0.5317,16.905
22/10/1990 18:00,0,0,0,-0.0055,1,0
22/10/1990 19:00,0,0,0,-0.0055,1,0
22/10/1990 20:00,0,0,0,-0.0055,1,0
22/10/1990 21:00,0,0,0,-0.0055,1,0
22/10/1990 22:00,0,0,0,-0.0055,1,0
22/10/1990 23:00,0,0,0,-0.0055,1,0
23/10/1990 0:00,0,0,0,-0.0055,1,0
23/10/1990 1:00,0,0,0,-0.0055,1,0
23/10/1990 2:00,0,0,0,-0.0055,1,0
23/10/1990 3:00,0,0,0,-0.0055,1,0
23/10/1990 4:00,0,0,0,-0.0055,1,0
23/10/1990 5:00,0,0,0,-0.0055,1,0
23/10/1990 6:00,0,0,0,-0.0055,1,7.2079
23/10/1990 7:00,176.74,166.9,2.8437,2.7474,0.8565,165.2
23/10/1990 8:00,426.12,415.91,6.9549,6.7598,0.874,394.3
23/10/1990 9:00,367.81,359.31,6.0292,5.8563,0.8773,359.31
23/10/1990 10:00,83.321,80.451,1.3344,1.2671,0.8379,86.007
23/10/1990 11:00,586.1,576.94,9.389,9.1258,0.8579,559.91
23/10/1990 12:00,766.71,758.56,11.907,11.56,0.8307,718.81
23/10/1990 13:00,965.6,961.48,14.402,13.97,0.7971,882.1
23/10/1990 14:00,639.95,631.57,10.083,9.793,0.8431,595.3
23/10/1990 15:00,38.526,37.167,0.5864,0.5178,0.7405,40.107
23/10/1990 16:00,19.713,19.096,0.2871,0.2115,0.5911,20.696
23/10/1990 17:00,0,0,0,-0.0055,1,4.3931
23/10/1990 18:00,0,0,0,-0.0055,1,0
23/10/1990 19:00,0,0,0,-0.0055,1,0
23/10/1990 20:00,0,0,0,-0.0055,1,0
23/10/1990 21:00,0,0,0,-0.0055,1,0
23/10/1990 22:00,0,0,0,-0.0055,1,0
23/10/1990 23:00,0,0,0,-0.0055,1,0
24/10/1990 0:00,0,0,0,-0.0055,1,0
24/10/1990 1:00,0,0,0,-0.0055,1,0
24/10/1990 2:00,0,0,0,-0.0055,1,0
24/10/1990 3:00,0,0,0,-0.0055,1,0
24/10/1990 4:00,0,0,0,-0.0055,1,0
24/10/1990 5:00,0,0,0,-0.0055,1,0
24/10/1990 6:00,10.231,10.132,0.1434,0.0648,0.3488,10.999
24/10/1990 7:00,124.11,118.95,2.0036,1.924,0.8541,124.6
24/10/1990 8:00,236.1,228.7,3.8725,3.7524,0.8757,237.1
24/10/1990 9:00,361.58,352.65,5.906,5.7355,0.874,355.11
24/10/1990 10:00,427.88,418.2,6.935,6.7385,0.8677,419.7
24/10/1990 11:00,309.71,300.67,5.0393,4.8893,0.8698,313.41
24/10/1990 12:00,260.61,252.59,4.2431,4.1128,0.8695,265.2
24/10/1990 13:00,188.09,182.03,3.0604,2.9578,0.8664,192.5
24/10/1990 14:00,176.31,170.62,2.8675,2.769,0.8653,180.39
24/10/1990 15:00,34.356,33.141,0.5214,0.4513,0.7238,35.796
24/10/1990 16:00,31.172,30.171,0.4723,0.4011,0.7089,32.606
24/10/1990 17:00,0,0,0,-0.0055,1,4.0026
24/10/1990 18:00,0,0,0,-0.0055,1,0
24/10/1990 19:00,0,0,0,-0.0055,1,0
24/10/1990 20:00,0,0,0,-0.0055,1,0
24/10/1990 21:00,0,0,0,-0.0055,1,0
24/10/1990 22:00,0,0,0,-0.0055,1,0
24/10/1990 23:00,0,0,0,-0.0055,1,0
25/10/1990 0:00,0,0,0,-0.0055,1,0
25/10/1990 1:00,0,0,0,-0.0055,1,0
25/10/1990 2:00,0,0,0,-0.0055,1,0
25/10/1990 3:00,0,0,0,-0.0055,1,0
25/10/1990 4:00,0,0,0,-0.0055,1,0
25/10/1990 5:00,0,0,0,-0.0055,1,0
25/10/1990 6:00,9.8299,9.7433,0.1379,0.0591,0.3315,10.592
25/10/1990 7:00,99.997,96.228,1.6207,1.5489,0.8534,102
25/10/1990 8:00,213.1,206.32,3.5103,3.3996,0.8789,214.9
25/10/1990 9:00,162.2,156.9,2.6608,2.5678,0.8722,166.21
25/10/1990 10:00,463.17,453.63,7.5359,7.326,0.8715,451.01
25/10/1990 11:00,372.29,361.91,6.0601,5.886,0.8711,374.8
25/10/1990 12:00,188.25,182.27,3.0881,2.9859,0.8739,192.3
25/10/1990 13:00,146,141.17,2.379,2.2913,0.8647,149.9
25/10/1990 14:00,429.29,420.05,6.9842,6.7872,0.8711,416.11
25/10/1990 15:00,433.29,423.54,7.0312,6.8328,0.8688,399.01
25/10/1990 16:00,273.47,256.73,4.3242,4.1925,0.8447,244.5
25/10/1990 17:00,10.804,10.676,0.1508,0.0723,0.3688,11.601
25/10/1990 18:00,0,0,0,-0.0055,1,0
25/10/1990 19:00,0,0,0,-0.0055,1,0
25/10/1990 20:00,0,0,0,-0.0055,1,0
25/10/1990 21:00,0,0,0,-0.0055,1,0
25/10/1990 22:00,0,0,0,-0.0055,1,0
25/10/1990 23:00,0,0,0,-0.0055,1,0
26/10/1990 0:00,0,0,0,-0.0055,1,0
26/10/1990 1:00,0,0,0,-0.0055,1,0
26/10/1990 2:00,0,0,0,-0.0055,1,0
26/10/1990 3:00,0,0,0,-0.0055,1,0
26/10/1990 4:00,0,0,0,-0.0055,1,0
26/10/1990 5:00,0,0,0,-0.0055,1,0
26/10/1990 6:00,0,0,0,-0.0055,1,4.1978
26/10/1990 7:00,115.6,110.88,1.8857,1.8095,0.8625,116.3
26/10/1990 8:00,244.03,236.74,4.0528,3.9302,0.8873,239.8
26/10/1990 9:00,482.85,474.08,7.9066,7.689,0.8774,458
26/10/1990 10:00,320.42,312.56,5.2976,5.1435,0.8844,316.3
26/10/1990 11:00,621.09,611.93,9.9475,9.6672,0.8576,590.2
26/10/1990 12:00,1011.2,1007,15.057,14.601,0.7956,922.6
26/10/1990 13:00,1015.9,1012.5,15.049,14.594,0.7915,920.91
26/10/1990 14:00,691.85,684.98,10.874,10.558,0.8408,629.4
26/10/1990 15:00,496.94,486.78,7.9812,7.7575,0.8601,446.7
26/10/1990 16:00,168.96,160.24,2.6921,2.5973,0.847,158.61
26/10/1990 17:00,0,0,0,-0.0055,1,7.094
26/10/1990 18:00,0,0,0,-0.0055,1,0
26/10/1990 19:00,0,0,0,-0.0055,1,0
26/10/1990 20:00,0,0,0,-0.0055,1,0
26/10/1990 21:00,0,0,0,-0.0055,1,0
26/10/1990 22:00,0,0,0,-0.0055,1,0
26/10/1990 23:00,0,0,0,-0.0055,1,0
27/10/1990 0:00,0,0,0,-0.0055,1,0
27/10/1990 1:00,0,0,0,-0.0055,1,0
27/10/1990 2:00,0,0,0,-0.0055,1,0
27/10/1990 3:00,0,0,0,-0.0055,1,0
27/10/1990 4:00,0,0,0,-0.0055,1,0
27/10/1990 5:00,0,0,0,-0.0055,1,0
27/10/1990 6:00,14.682,14.409,0.2157,0.1386,0.5201,15.604
27/10/1990 7:00,173.4,163.89,2.8066,2.7117,0.8616,161.41
27/10/1990 8:00,336.24,326.97,5.5559,5.3964,0.8843,322.89
27/10/1990 9:00,575.79,567.56,9.3102,9.0516,0.8661,534
27/10/1990 10:00,736.39,729.05,11.573,11.236,0.8407,683.4
27/10/1990 11:00,941.84,936.65,14.178,13.755,0.8046,861.7
27/10/1990 12:00,959.13,954.93,14.335,13.906,0.7988,874
27/10/1990 13:00,820.39,815.05,12.577,12.209,0.8199,749.9
27/10/1990 14:00,551.24,542.91,8.7981,8.5515,0.8547,513.31
27/10/1990 15:00,288.63,280.54,4.6973,4.5555,0.8696,280.2
27/10/1990 16:00,137.37,131.26,2.1965,2.1121,0.8471,134.4
27/10/1990 17:00,17.522,17.115,0.2555,0.1792,0.5636,18.5
27/10/1990 18:00,0,0,0,-0.0055,1,0
27/10/1990 19:00,0,0,0,-0.0055,1,0
27/10/1990 20:00,0,0,0,-0.0055,1,0
27/10/1990 21:00,0,0,0,-0.0055,1,0
27/10/1990 22:00,0,0,0,-0.0055,1,0
27/10/1990 23:00,0,0,0,-0.0055,1,0
28/10/1990 0:00,0,0,0,-0.0055,1,0
28/10/1990 1:00,0,0,0,-0.0055,1,0
28/10/1990 2:00,0,0,0,-0.0055,1,0
28/10/1990 3:00,0,0,0,-0.0055,1,0
28/10/1990 4:00,0,0,0,-0.0055,1,0
28/10/1990 5:00,0,0,0,-0.0055,1,0
28/10/1990 6:00,12.989,12.789,0.1891,0.1114,0.4727,13.895
28/10/1990 7:00,267.65,249.17,4.2736,4.146,0.8535,230.2
28/10/1990 8:00,468.9,458.73,7.6825,7.471,0.8779,417.99
28/10/1990 9:00,685.61,679.06,10.933,10.62,0.8535,619.6
28/10/1990 10:00,766.43,760.63,12.016,11.665,0.8386,701.3
28/10/1990 11:00,760.81,753.01,11.88,11.534,0.8352,708.1
28/10/1990 12:00,869.06,863.56,13.293,12.902,0.818,795.7
28/10/1990 13:00,759.32,753.29,11.84,11.495,0.8341,696.3
28/10/1990 14:00,606.45,598.49,9.6697,9.396,0.8536,559.6
28/10/1990 15:00,457.76,448.16,7.4151,7.2071,0.8674,410.4
28/10/1990 16:00,226.91,213.37,3.6067,3.4928,0.8481,202.99
28/10/1990 17:00,15.729,15.408,0.2286,0.1517,0.5314,16.694
28/10/1990 18:00,0,0,0,-0.0055,1,0
28/10/1990 19:00,0,0,0,-0.0055,1,0
28/10/1990 20:00,0,0,0,-0.0055,1,0
28/10/1990 21:00,0,0,0,-0.0055,1,0
28/10/1990 22:00,0,0,0,-0.0055,1,0
28/10/1990 23:00,0,0,0,-0.0055,1,0
29/10/1990 0:00,0,0,0,-0.0055,1,0
29/10/1990 1:00,0,0,0,-0.0055,1,0
29/10/1990 2:00,0,0,0,-0.0055,1,0
29/10/1990 3:00,0,0,0,-0.0055,1,0
29/10/1990 4:00,0,0,0,-0.0055,1,0
29/10/1990 5:00,0,0,0,-0.0055,1,0
29/10/1990 6:00,10.089,9.9889,0.1429,0.0642,0.3509,10.901
29/10/1990 7:00,145.04,137.97,2.357,2.2713,0.8628,139.5
29/10/1990 8:00,251.14,243.34,4.1585,4.0331,0.8848,250.8
29/10/1990 9:00,463.96,455.21,7.5942,7.3838,0.8768,439.89
29/10/1990 10:00,669.04,661.26,10.623,10.318,0.8497,622.4
29/10/1990 11:00,812,805.77,12.525,12.159,0.825,745.8
29/10/1990 12:00,857.12,851.51,13.051,12.668,0.8143,784.2
29/10/1990 13:00,737.61,730.3,11.436,11.103,0.8294,682.9
29/10/1990 14:00,558.54,550.14,8.8824,8.6323,0.8515,518.6
29/10/1990 15:00,501.21,490.74,7.9961,7.7704,0.8542,448.19
29/10/1990 16:00,148.14,141.09,2.3535,2.2653,0.8425,142.6
29/10/1990 17:00,8.58,8.5102,0.1158,0.0365,0.2347,9.3068
29/10/1990 18:00,0,0,0,-0.0055,1,0
29/10/1990 19:00,0,0,0,-0.0055,1,0
29/10/1990 20:00,0,0,0,-0.0055,1,0
29/10/1990 21:00,0,0,0,-0.0055,1,0
29/10/1990 22:00,0,0,0,-0.0055,1,0
29/10/1990 23:00,0,0,0,-0.0055,1,0
30/10/1990 0:00,0,0,0,-0.0055,1,0
30/10/1990 1:00,0,0,0,-0.0055,1,0
30/10/1990 2:00,0,0,0,-0.0055,1,0
30/10/1990 3:00,0,0,0,-0.0055,1,0
30/10/1990 4:00,0,0,0,-0.0055,1,0
30/10/1990 5:00,0,0,0,-0.0055,1,0
30/10/1990 6:00,0,0,0,-0.0055,1,5.0927
30/10/1990 7:00,63.19,60.996,1.0045,0.9432,0.8224,65.294
30/10/1990 8:00,132.05,127.6,2.1551,2.0725,0.8648,135.4
30/10/1990 9:00,206.81,200.31,3.397,3.2883,0.876,210.49
30/10/1990 10:00,253.81,245.95,4.1609,4.0338,0.8757,258.2
