date,GlobInc,GlobEff,Earray(kW),E_Grid,PR,GlobHor
1/1/1990 0:00,0,0,0,-0.0055,1,0
1/1/1990 1:00,0,0,0,-0.0055,1,0
1/1/1990 2:00,0,0,0,-0.0055,1,0
1/1/1990 3:00,0,0,0,-0.0055,1,0
1/1/1990 4:00,0,0,0,-0.0055,1,0
1/1/1990 5:00,0,0,0,-0.0055,1,0
1/1/1990 6:00,0,0,0,-0.0055,1,0.8949
1/1/1990 7:00,170.37,153.93,2.6006,2.5085,0.8112,128.1
1/1/1990 8:00,99.024,95.601,1.594,1.5219,0.8468,101.4
1/1/1990 9:00,95.907,92.622,1.542,1.4708,0.8449,99.007
1/1/1990 10:00,340.12,332.06,5.5645,5.4021,0.8751,327.11
1/1/1990 11:00,113.92,110.06,1.8356,1.7587,0.8506,117.3
1/1/1990 12:00,502.75,495.07,8.1097,7.8827,0.8639,464.11
1/1/1990 13:00,970.19,963.56,14.355,13.925,0.7908,847.9
1/1/1990 14:00,504.54,496.04,8.0512,7.8232,0.8543,460.2
1/1/1990 15:00,628.28,618.61,9.8281,9.5449,0.837,521.3
1/1/1990 16:00,363.14,343.64,5.6722,5.5043,0.8351,286.59
1/1/1990 17:00,30.226,29.101,0.4481,0.3759,0.6852,30.996
1/1/1990 18:00,0,0,0,-0.0055,1,0
1/1/1990 19:00,0,0,0,-0.0055,1,0
1/1/1990 20:00,0,0,0,-0.0055,1,0
1/1/1990 21:00,0,0,0,-0.0055,1,0
1/1/1990 22:00,0,0,0,-0.0055,1,0
1/1/1990 23:00,0,0,0,-0.0055,1,0
2/1/1990 0:00,0,0,0,-0.0055,1,0
2/1/1990 1:00,0,0,0,-0.0055,1,0
2/1/1990 2:00,0,0,0,-0.0055,1,0
2/1/1990 3:00,0,0,0,-0.0055,1,0
2/1/1990 4:00,0,0,0,-0.0055,1,0
2/1/1990 5:00,0,0,0,-0.0055,1,0
2/1/1990 6:00,0,0,0,-0.0055,1,0.4068
2/1/1990 7:00,87.412,81.163,1.3535,1.2861,0.8107,75.301
2/1/1990 8:00,282.65,272.27,4.6047,4.4668,0.8707,250.89
2/1/1990 9:00,446.36,437.5,7.2436,7.0397,0.8689,406.39
2/1/1990 10:00,527.39,518.42,8.4475,8.211,0.8578,484.7
2/1/1990 11:00,672.12,664.58,10.521,10.216,0.8375,604.6
2/1/1990 12:00,604.87,596.02,9.5188,9.2464,0.8422,557.21
2/1/1990 13:00,363.25,354.6,5.8525,5.6804,0.8616,351.59
2/1/1990 14:00,300.33,291.74,4.8435,4.6967,0.8616,298.89
2/1/1990 15:00,340,331.97,5.4971,5.3339,0.8644,311.31
2/1/1990 16:00,185.58,177.3,2.9559,2.8545,0.8475,166.4
2/1/1990 17:00,0,0,0,-0.0055,1,5.4019
2/1/1990 18:00,0,0,0,-0.0055,1,0
2/1/1990 19:00,0,0,0,-0.0055,1,0
2/1/1990 20:00,0,0,0,-0.0055,1,0
2/1/1990 21:00,0,0,0,-0.0055,1,0
2/1/1990 22:00,0,0,0,-0.0055,1,0
2/1/1990 23:00,0,0,0,-0.0055,1,0
3/1/1990 0:00,0,0,0,-0.0055,1,0
3/1/1990 1:00,0,0,0,-0.0055,1,0
3/1/1990 2:00,0,0,0,-0.0055,1,0
3/1/1990 3:00,0,0,0,-0.0055,1,0
3/1/1990 4:00,0,0,0,-0.0055,1,0
3/1/1990 5:00,0,0,0,-0.0055,1,0
3/1/1990 6:00,0,0,0,-0.0055,1,0.4068
3/1/1990 7:00,158.08,141.45,2.4119,2.3248,0.8103,113
3/1/1990 8:00,395.68,380.45,6.4052,6.2243,0.8667,314.2
3/1/1990 9:00,632.79,626.45,10.108,9.8205,0.8551,525.9
3/1/1990 10:00,797,792.19,12.305,11.945,0.8258,679.11
3/1/1990 11:00,890.58,887.06,13.421,13.025,0.8058,768.5
3/1/1990 12:00,924.89,921.47,13.765,13.357,0.7957,799.49
3/1/1990 13:00,883.53,879.98,13.217,12.829,0.8,759.21
3/1/1990 14:00,769.61,764.71,11.745,11.403,0.8163,651.01
3/1/1990 15:00,589.86,581.88,9.2445,8.9791,0.8387,482.9
3/1/1990 16:00,345.84,327.87,5.4029,5.2411,0.835,276.41
3/1/1990 17:00,29.894,28.794,0.4427,0.3703,0.6825,30.703
3/1/1990 18:00,0,0,0,-0.0055,1,0
3/1/1990 19:00,0,0,0,-0.0055,1,0
3/1/1990 20:00,0,0,0,-0.0055,1,0
3/1/1990 21:00,0,0,0,-0.0055,1,0
3/1/1990 22:00,0,0,0,-0.0055,1,0
3/1/1990 23:00,0,0,0,-0.0055,1,0
4/1/1990 0:00,0,0,0,-0.0055,1,0
4/1/1990 1:00,0,0,0,-0.0055,1,0
4/1/1990 2:00,0,0,0,-0.0055,1,0
4/1/1990 3:00,0,0,0,-0.0055,1,0
4/1/1990 4:00,0,0,0,-0.0055,1,0
4/1/1990 5:00,0,0,0,-0.0055,1,0
4/1/1990 6:00,0,0,0,-0.0055,1,0.4068
4/1/1990 7:00,15.303,14.929,0.221,0.144,0.5183,16.498
4/1/1990 8:00,55.4,53.501,0.8722,0.8115,0.807,57.696
4/1/1990 9:00,151.91,146.92,2.4783,2.3886,0.8663,155.09
4/1/1990 10:00,158.65,153.43,2.5859,2.4938,0.866,162.4
4/1/1990 11:00,315.08,306.04,5.1393,4.9872,0.8721,315.51
4/1/1990 12:00,307.21,298.29,5.0015,4.8525,0.8703,308.3
4/1/1990 13:00,352.45,342.67,5.7141,5.5473,0.8672,350.89
4/1/1990 14:00,318.92,309.97,5.1764,5.0224,0.8677,316.4
4/1/1990 15:00,179.67,173.92,2.9127,2.8128,0.8626,181.4
4/1/1990 16:00,44.276,42.789,0.6815,0.6152,0.7656,46.306
4/1/1990 17:00,9.6944,9.5468,0.1322,0.0533,0.3029,10.706
4/1/1990 18:00,0,0,0,-0.0055,1,0
4/1/1990 19:00,0,0,0,-0.0055,1,0
4/1/1990 20:00,0,0,0,-0.0055,1,0
4/1/1990 21:00,0,0,0,-0.0055,1,0
4/1/1990 22:00,0,0,0,-0.0055,1,0
4/1/1990 23:00,0,0,0,-0.0055,1,0
5/1/1990 0:00,0,0,0,-0.0055,1,0
5/1/1990 1:00,0,0,0,-0.0055,1,0
5/1/1990 2:00,0,0,0,-0.0055,1,0
5/1/1990 3:00,0,0,0,-0.0055,1,0
5/1/1990 4:00,0,0,0,-0.0055,1,0
5/1/1990 5:00,0,0,0,-0.0055,1,0
5/1/1990 6:00,0,0,0,-0.0055,1,0.6996
5/1/1990 7:00,160.2,143.29,2.4416,2.3538,0.8096,115.29
5/1/1990 8:00,413.19,397.12,6.6636,6.476,0.8635,333.5
5/1/1990 9:00,426,417.61,6.9569,6.761,0.8744,387.31
5/1/1990 10:00,515.53,506.62,8.3045,8.073,0.8628,474.89
5/1/1990 11:00,561.22,552.52,8.9625,8.7112,0.8552,518.81
5/1/1990 12:00,411.25,401.92,6.6487,6.4584,0.8653,396.79
5/1/1990 13:00,486.27,476.52,7.7976,7.5778,0.8586,461.79
5/1/1990 14:00,457.14,448.52,7.3621,7.1534,0.8622,423.01
5/1/1990 15:00,376.46,368.06,6.0996,5.9225,0.8668,342.11
5/1/1990 16:00,284.73,270.9,4.5309,4.393,0.85,237.8
5/1/1990 17:00,35.092,33.678,0.5287,0.4587,0.7201,35.6
5/1/1990 18:00,0,0,0,-0.0055,1,0
5/1/1990 19:00,0,0,0,-0.0055,1,0
5/1/1990 20:00,0,0,0,-0.0055,1,0
5/1/1990 21:00,0,0,0,-0.0055,1,0
5/1/1990 22:00,0,0,0,-0.0055,1,0
5/1/1990 23:00,0,0,0,-0.0055,1,0
6/1/1990 0:00,0,0,0,-0.0055,1,0
6/1/1990 1:00,0,0,0,-0.0055,1,0
6/1/1990 2:00,0,0,0,-0.0055,1,0
6/1/1990 3:00,0,0,0,-0.0055,1,0
6/1/1990 4:00,0,0,0,-0.0055,1,0
6/1/1990 5:00,0,0,0,-0.0055,1,0
6/1/1990 6:00,0,0,0,-0.0055,1,0.4068
6/1/1990 7:00,151.23,135.12,2.319,2.2345,0.8141,108.61
6/1/1990 8:00,380.65,365.72,6.214,6.0394,0.8742,306.2
6/1/1990 9:00,632.03,625.63,10.179,9.8918,0.8623,526
6/1/1990 10:00,806.28,801.43,12.531,12.165,0.8313,688.1
6/1/1990 11:00,845.89,841.47,12.973,12.593,0.8202,735.79
6/1/1990 12:00,903.52,899.27,13.628,13.225,0.8065,786.4
6/1/1990 13:00,812.85,807.83,12.441,12.078,0.8187,708.9
6/1/1990 14:00,703.97,697.82,10.966,10.647,0.8333,606.99
6/1/1990 15:00,522.53,514.42,8.3432,8.1081,0.8549,440.71
6/1/1990 16:00,289.14,275.19,4.5969,4.4571,0.8493,241.51
6/1/1990 17:00,30.467,29.349,0.4565,0.3847,0.6958,31.305
6/1/1990 18:00,0,0,0,-0.0055,1,0
6/1/1990 19:00,0,0,0,-0.0055,1,0
6/1/1990 20:00,0,0,0,-0.0055,1,0
6/1/1990 21:00,0,0,0,-0.0055,1,0
6/1/1990 22:00,0,0,0,-0.0055,1,0
6/1/1990 23:00,0,0,0,-0.0055,1,0
7/1/1990 0:00,0,0,0,-0.0055,1,0
7/1/1990 1:00,0,0,0,-0.0055,1,0
7/1/1990 2:00,0,0,0,-0.0055,1,0
7/1/1990 3:00,0,0,0,-0.0055,1,0
7/1/1990 4:00,0,0,0,-0.0055,1,0
7/1/1990 5:00,0,0,0,-0.0055,1,0
7/1/1990 6:00,0,0,0,-0.0055,1,0.2929
7/1/1990 7:00,32.14,31.111,0.4957,0.4255,0.7295,33.599
7/1/1990 8:00,97.822,94.433,1.5903,1.5191,0.8556,100.19
7/1/1990 9:00,258.73,251.12,4.2749,4.1461,0.8829,257.09
7/1/1990 10:00,348.39,339.93,5.7333,5.5682,0.8806,336.4
7/1/1990 11:00,719.43,712.06,11.31,10.982,0.841,645.6
7/1/1990 12:00,703.14,695.46,11.028,10.708,0.839,634.2
7/1/1990 13:00,782.03,776.14,12.071,11.719,0.8256,687.4
7/1/1990 14:00,402.59,393.81,6.5073,6.3201,0.8649,382.1
7/1/1990 15:00,39.044,37.654,0.5944,0.526,0.7422,40.807
7/1/1990 16:00,82.29,79.412,1.3069,1.2395,0.8299,84.494
7/1/1990 17:00,10.465,10.292,0.1444,0.0658,0.3464,11.503
7/1/1990 18:00,0,0,0,-0.0055,1,0
7/1/1990 19:00,0,0,0,-0.0055,1,0
7/1/1990 20:00,0,0,0,-0.0055,1,0
7/1/1990 21:00,0,0,0,-0.0055,1,0
7/1/1990 22:00,0,0,0,-0.0055,1,0
7/1/1990 23:00,0,0,0,-0.0055,1,0
8/1/1990 0:00,0,0,0,-0.0055,1,0
8/1/1990 1:00,0,0,0,-0.0055,1,0
8/1/1990 2:00,0,0,0,-0.0055,1,0
8/1/1990 3:00,0,0,0,-0.0055,1,0
8/1/1990 4:00,0,0,0,-0.0055,1,0
8/1/1990 5:00,0,0,0,-0.0055,1,0
8/1/1990 6:00,0,0,0,-0.0055,1,0.5044
8/1/1990 7:00,119.06,107.5,1.8182,1.7429,0.8065,91.1
8/1/1990 8:00,207.68,200.06,3.4101,3.3019,0.876,194.3
8/1/1990 9:00,309.12,301.3,5.1028,4.9532,0.8828,295.49
8/1/1990 10:00,367.25,358.41,6.024,5.8515,0.8779,354.2
8/1/1990 11:00,471.15,461.64,7.645,7.4318,0.8691,448.89
8/1/1990 12:00,479.69,469.83,7.7546,7.538,0.8658,458.3
8/1/1990 13:00,463.49,454.09,7.4989,7.2884,0.8664,441.29
8/1/1990 14:00,189.91,183.94,3.0975,2.9943,0.8687,192.6
8/1/1990 15:00,63.799,61.567,1.0059,0.9441,0.8153,66.303
8/1/1990 16:00,22.125,21.399,0.3268,0.2521,0.6278,23.397
8/1/1990 17:00,11.223,11.028,0.1572,0.0788,0.3867,12.301
8/1/1990 18:00,0,0,0,-0.0055,1,0
8/1/1990 19:00,0,0,0,-0.0055,1,0
8/1/1990 20:00,0,0,0,-0.0055,1,0
8/1/1990 21:00,0,0,0,-0.0055,1,0
8/1/1990 22:00,0,0,0,-0.0055,1,0
8/1/1990 23:00,0,0,0,-0.0055,1,0
9/1/1990 0:00,0,0,0,-0.0055,1,0
9/1/1990 1:00,0,0,0,-0.0055,1,0
9/1/1990 2:00,0,0,0,-0.0055,1,0
9/1/1990 3:00,0,0,0,-0.0055,1,0
9/1/1990 4:00,0,0,0,-0.0055,1,0
9/1/1990 5:00,0,0,0,-0.0055,1,0
9/1/1990 6:00,0,0,0,-0.0055,1,0.8949
9/1/1990 7:00,94.844,87.582,1.4807,1.4119,0.8202,80.898
9/1/1990 8:00,216.11,208.11,3.5655,3.4546,0.8807,200.5
9/1/1990 9:00,112.35,108.54,1.8388,1.7632,0.8647,115.6
9/1/1990 10:00,495.04,486.38,8.09,7.8674,0.8756,457.09
9/1/1990 11:00,387.87,378.88,6.3657,6.1853,0.8786,375.2
9/1/1990 12:00,423.35,413.78,6.908,6.7136,0.8737,408.61
9/1/1990 13:00,342.23,334.12,5.618,5.4549,0.8782,331.79
9/1/1990 14:00,559.6,550.6,8.9889,8.7386,0.8604,510.8
9/1/1990 15:00,577.68,569.31,9.2499,8.9904,0.8575,487
9/1/1990 16:00,422.45,400.67,6.6619,6.4724,0.8441,326.5
9/1/1990 17:00,142.16,121.19,2.0297,1.9489,0.7553,87.992
9/1/1990 18:00,0,0,0,-0.0055,1,0
9/1/1990 19:00,0,0,0,-0.0055,1,0
9/1/1990 20:00,0,0,0,-0.0055,1,0
9/1/1990 21:00,0,0,0,-0.0055,1,0
9/1/1990 22:00,0,0,0,-0.0055,1,0
9/1/1990 23:00,0,0,0,-0.0055,1,0
10/1/1990 0:00,0,0,0,-0.0055,1,0
10/1/1990 1:00,0,0,0,-0.0055,1,0
10/1/1990 2:00,0,0,0,-0.0055,1,0
10/1/1990 3:00,0,0,0,-0.0055,1,0
10/1/1990 4:00,0,0,0,-0.0055,1,0
10/1/1990 5:00,0,0,0,-0.0055,1,0
10/1/1990 6:00,0,0,0,-0.0055,1,0.2929
10/1/1990 7:00,39.667,38.261,0.6222,0.5556,0.7717,40.905
10/1/1990 8:00,149.24,143.96,2.4639,2.3761,0.8772,148.89
10/1/1990 9:00,378.89,370.82,6.2759,6.0991,0.8869,349.01
10/1/1990 10:00,563.33,554.49,9.1035,8.8513,0.8657,515.29
10/1/1990 11:00,445.01,435.39,7.2453,7.0425,0.8719,427.2
10/1/1990 12:00,496.91,487.11,8.0282,7.8047,0.8654,473.2
10/1/1990 13:00,388.24,379.61,6.3336,6.1524,0.8731,373.71
10/1/1990 14:00,711.59,704.67,11.162,10.838,0.8392,620.09
10/1/1990 15:00,694.88,685.85,10.876,10.561,0.8373,578.6
10/1/1990 16:00,345.5,328.47,5.4838,5.3225,0.8488,276
10/1/1990 17:00,113.22,98.263,1.6314,1.5583,0.7583,76.196
10/1/1990 18:00,0,0,0,-0.0055,1,0
10/1/1990 19:00,0,0,0,-0.0055,1,0
10/1/1990 20:00,0,0,0,-0.0055,1,0
10/1/1990 21:00,0,0,0,-0.0055,1,0
10/1/1990 22:00,0,0,0,-0.0055,1,0
10/1/1990 23:00,0,0,0,-0.0055,1,0
11/1/1990 0:00,0,0,0,-0.0055,1,0
11/1/1990 1:00,0,0,0,-0.0055,1,0
11/1/1990 2:00,0,0,0,-0.0055,1,0
11/1/1990 3:00,0,0,0,-0.0055,1,0
11/1/1990 4:00,0,0,0,-0.0055,1,0
11/1/1990 5:00,0,0,0,-0.0055,1,0
11/1/1990 6:00,0,0,0,-0.0055,1,0.2929
11/1/1990 7:00,136.28,121.78,2.0847,2.0049,0.8105,99.804
11/1/1990 8:00,362.52,347.94,5.9211,5.7535,0.8744,294.79
11/1/1990 9:00,572.31,565.3,9.2898,9.0323,0.8695,486.61
11/1/1990 10:00,741.2,735.24,11.651,11.311,0.8408,643.29
11/1/1990 11:00,842.16,838.11,12.932,12.553,0.8212,733.21
11/1/1990 12:00,885.12,881.13,13.403,13.009,0.8098,772.09
11/1/1990 13:00,832.34,828.25,12.695,12.324,0.8158,723.49
11/1/1990 14:00,703.51,697.27,10.948,10.631,0.8325,610.4
11/1/1990 15:00,536.07,528.24,8.5379,8.2972,0.8528,454.51
11/1/1990 16:00,316.61,301.33,5.0169,4.8663,0.8468,255.6
11/1/1990 17:00,112.31,97.082,1.6054,1.5324,0.7517,74.292
11/1/1990 18:00,0,0,0,-0.0055,1,0
11/1/1990 19:00,0,0,0,-0.0055,1,0
11/1/1990 20:00,0,0,0,-0.0055,1,0
11/1/1990 21:00,0,0,0,-0.0055,1,0
11/1/1990 22:00,0,0,0,-0.0055,1,0
11/1/1990 23:00,0,0,0,-0.0055,1,0
12/1/1990 0:00,0,0,0,-0.0055,1,0
12/1/1990 1:00,0,0,0,-0.0055,1,0
12/1/1990 2:00,0,0,0,-0.0055,1,0
12/1/1990 3:00,0,0,0,-0.0055,1,0
12/1/1990 4:00,0,0,0,-0.0055,1,0
12/1/1990 5:00,0,0,0,-0.0055,1,0
12/1/1990 6:00,0,0,0,-0.0055,1,0.1952
12/1/1990 7:00,111.28,100.65,1.7308,1.6588,0.8213,86.902
12/1/1990 8:00,198.61,191.27,3.3201,3.2163,0.8923,187.1
12/1/1990 9:00,305.85,298.05,5.1422,4.9952,0.8998,293
12/1/1990 10:00,413.58,404.47,6.8866,6.6972,0.8922,394.69
12/1/1990 11:00,545.38,536.64,8.948,8.7048,0.8794,506.8
12/1/1990 12:00,644.82,635.94,10.401,10.109,0.8638,594.09
12/1/1990 13:00,681.48,673.84,10.918,10.607,0.8576,615.19
12/1/1990 14:00,730.03,723.66,11.594,11.259,0.8498,633.79
12/1/1990 15:00,641.69,634.08,10.308,10.016,0.86,532
12/1/1990 16:00,388,368.83,6.2276,6.0513,0.8593,304.29
12/1/1990 17:00,134.26,116.35,1.9713,1.8929,0.7768,90.107
12/1/1990 18:00,0,0,0,-0.0055,1,0
12/1/1990 19:00,0,0,0,-0.0055,1,0
12/1/1990 20:00,0,0,0,-0.0055,1,0
12/1/1990 21:00,0,0,0,-0.0055,1,0
12/1/1990 22:00,0,0,0,-0.0055,1,0
12/1/1990 23:00,0,0,0,-0.0055,1,0
13/1/1990 0:00,0,0,0,-0.0055,1,0
13/1/1990 1:00,0,0,0,-0.0055,1,0
13/1/1990 2:00,0,0,0,-0.0055,1,0
13/1/1990 3:00,0,0,0,-0.0055,1,0
13/1/1990 4:00,0,0,0,-0.0055,1,0
13/1/1990 5:00,0,0,0,-0.0055,1,0
13/1/1990 6:00,0,0,0,-0.0055,1,0.1952
13/1/1990 7:00,144.93,128.82,2.2329,2.1512,0.8178,104.6
13/1/1990 8:00,374.11,358.84,6.1688,5.9977,0.8833,302.99
13/1/1990 9:00,614.84,607.85,10.035,9.7562,0.8743,518.5
13/1/1990 10:00,819.3,814.67,12.857,12.481,0.8393,701.8
13/1/1990 11:00,925.71,922.89,14.143,13.721,0.8167,801.3
13/1/1990 12:00,958.39,955.06,14.452,14.019,0.8059,835.4
13/1/1990 13:00,895.05,891.67,13.629,13.226,0.8141,775.9
13/1/1990 14:00,775.13,770.12,12.046,11.695,0.8313,663.7
13/1/1990 15:00,583.13,575.88,9.3284,9.0658,0.8566,486.49
13/1/1990 16:00,351.92,334.9,5.6136,5.45,0.8533,278.8
13/1/1990 17:00,120.1,104.56,1.7503,1.6755,0.7687,82.102
13/1/1990 18:00,0,0,0,-0.0055,1,0
13/1/1990 19:00,0,0,0,-0.0055,1,0
13/1/1990 20:00,0,0,0,-0.0055,1,0
13/1/1990 21:00,0,0,0,-0.0055,1,0
13/1/1990 22:00,0,0,0,-0.0055,1,0
13/1/1990 23:00,0,0,0,-0.0055,1,0
14/1/1990 0:00,0,0,0,-0.0055,1,0
14/1/1990 1:00,0,0,0,-0.0055,1,0
14/1/1990 2:00,0,0,0,-0.0055,1,0
14/1/1990 3:00,0,0,0,-0.0055,1,0
14/1/1990 4:00,0,0,0,-0.0055,1,0
14/1/1990 5:00,0,0,0,-0.0055,1,0
14/1/1990 6:00,0,0,0,-0.0055,1,0.1952
14/1/1990 7:00,139.31,123.98,2.1438,2.0637,0.8162,101.5
14/1/1990 8:00,371.6,356.36,6.1175,5.9473,0.8818,301.59
14/1/1990 9:00,615.09,608.43,10.025,9.7461,0.873,517
14/1/1990 10:00,785.58,780.54,12.38,12.019,0.8429,676
14/1/1990 11:00,879.79,875.82,13.538,13.138,0.8228,767.1
14/1/1990 12:00,907.32,903.14,13.807,13.397,0.8135,794.21
14/1/1990 13:00,870.03,866.06,13.296,12.905,0.8172,757.91
14/1/1990 14:00,758.56,753.25,11.809,11.465,0.8328,652.19
14/1/1990 15:00,584.2,577.01,9.3344,9.0711,0.8555,488.3
14/1/1990 16:00,350.16,333.45,5.5831,5.4201,0.8528,278.7
14/1/1990 17:00,126.43,109.56,1.8342,1.7577,0.766,84.9
14/1/1990 18:00,0,0,0,-0.0055,1,0
14/1/1990 19:00,0,0,0,-0.0055,1,0
14/1/1990 20:00,0,0,0,-0.0055,1,0
14/1/1990 21:00,0,0,0,-0.0055,1,0
14/1/1990 22:00,0,0,0,-0.0055,1,0
14/1/1990 23:00,0,0,0,-0.0055,1,0
15/1/1990 0:00,0,0,0,-0.0055,1,0
15/1/1990 1:00,0,0,0,-0.0055,1,0
15/1/1990 2:00,0,0,0,-0.0055,1,0
15/1/1990 3:00,0,0,0,-0.0055,1,0
15/1/1990 4:00,0,0,0,-0.0055,1,0
15/1/1990 5:00,0,0,0,-0.0055,1,0
15/1/1990 6:00,0,0,0,-0.0055,1,0.1952
15/1/1990 7:00,173.82,151.8,2.6463,2.5568,0.8104,116.6
15/1/1990 8:00,427,409.09,7.0249,6.8343,0.8818,337.41
15/1/1990 9:00,669.68,663.2,10.918,10.613,0.8731,560.61
15/1/1990 10:00,845.98,841.38,13.333,12.941,0.8428,728
15/1/1990 11:00,957.88,955.41,14.717,14.274,0.821,830.51
15/1/1990 12:00,994.8,992.31,15.107,14.65,0.8114,865.29
15/1/1990 13:00,940.65,938.01,14.417,13.984,0.8191,815.5
15/1/1990 14:00,819.83,815.33,12.842,12.466,0.8378,701.49
15/1/1990 15:00,632.81,625.75,10.21,9.9229,0.8639,526.41
15/1/1990 16:00,391.4,372.48,6.3117,6.1343,0.8635,306.7
15/1/1990 17:00,144.56,124.34,2.121,2.0401,0.7775,93.605
15/1/1990 18:00,0,0,0,-0.0055,1,0
15/1/1990 19:00,0,0,0,-0.0055,1,0
15/1/1990 20:00,0,0,0,-0.0055,1,0
15/1/1990 21:00,0,0,0,-0.0055,1,0
15/1/1990 22:00,0,0,0,-0.0055,1,0
15/1/1990 23:00,0,0,0,-0.0055,1,0
16/1/1990 0:00,0,0,0,-0.0055,1,0
16/1/1990 1:00,0,0,0,-0.0055,1,0
16/1/1990 2:00,0,0,0,-0.0055,1,0
16/1/1990 3:00,0,0,0,-0.0055,1,0
16/1/1990 4:00,0,0,0,-0.0055,1,0
16/1/1990 5:00,0,0,0,-0.0055,1,0
16/1/1990 6:00,0,0,0,-0.0055,1,0.1952
16/1/1990 7:00,165.15,144.52,2.5085,2.4213,0.8078,112.3
16/1/1990 8:00,408.74,391.61,6.6927,6.5085,0.8773,325.59
16/1/1990 9:00,641.32,634.99,10.393,10.102,0.8678,536.9
16/1/1990 10:00,818.46,813.71,12.774,12.4,0.8348,704.5
16/1/1990 11:00,931.08,927.91,14.109,13.688,0.81,810.8
16/1/1990 12:00,971.66,968.57,14.498,14.063,0.7974,848.31
16/1/1990 13:00,942.73,940.1,14.093,13.673,0.7991,818.2
16/1/1990 14:00,831.24,826.52,12.662,12.291,0.8147,714.71
16/1/1990 15:00,647.33,640.19,10.159,9.8654,0.8397,540.5
16/1/1990 16:00,409.96,390.25,6.4443,6.2584,0.8411,320.5
16/1/1990 17:00,154.17,133.13,2.2231,2.1379,0.764,101.81
16/1/1990 18:00,0,0,0,-0.0055,1,0
16/1/1990 19:00,0,0,0,-0.0055,1,0
16/1/1990 20:00,0,0,0,-0.0055,1,0
16/1/1990 21:00,0,0,0,-0.0055,1,0
16/1/1990 22:00,0,0,0,-0.0055,1,0
16/1/1990 23:00,0,0,0,-0.0055,1,0
17/1/1990 0:00,0,0,0,-0.0055,1,0
17/1/1990 1:00,0,0,0,-0.0055,1,0
17/1/1990 2:00,0,0,0,-0.0055,1,0
17/1/1990 3:00,0,0,0,-0.0055,1,0
17/1/1990 4:00,0,0,0,-0.0055,1,0
17/1/1990 5:00,0,0,0,-0.0055,1,0
17/1/1990 6:00,0,0,0,-0.0055,1,0.2929
17/1/1990 7:00,157.3,137.96,2.3673,2.2818,0.7992,108.49
17/1/1990 8:00,398.87,382.37,6.4796,6.2984,0.87,326.7
17/1/1990 9:00,469.62,461.46,7.7068,7.4941,0.8792,419.1
17/1/1990 10:00,638.66,630.74,10.209,9.9197,0.8558,573.3
17/1/1990 11:00,822.58,817.58,12.707,12.335,0.8262,725.4
17/1/1990 12:00,810.15,804.44,12.48,12.115,0.8239,719.6
17/1/1990 13:00,827.31,822.2,12.666,12.296,0.8189,729.59
17/1/1990 14:00,572.86,564.71,9.1114,8.8542,0.8516,518.11
17/1/1990 15:00,385.46,376.98,6.2485,6.068,0.8673,356
17/1/1990 16:00,258.31,247.44,4.1525,4.0243,0.8584,228.9
17/1/1990 17:00,58.803,54.966,0.8914,0.8307,0.7784,54.198
17/1/1990 18:00,0,0,0,-0.0055,1,0.0976
17/1/1990 19:00,0,0,0,-0.0055,1,0
17/1/1990 20:00,0,0,0,-0.0055,1,0
17/1/1990 21:00,0,0,0,-0.0055,1,0
17/1/1990 22:00,0,0,0,-0.0055,1,0
17/1/1990 23:00,0,0,0,-0.0055,1,0
18/1/1990 0:00,0,0,0,-0.0055,1,0
18/1/1990 1:00,0,0,0,-0.0055,1,0
18/1/1990 2:00,0,0,0,-0.0055,1,0
18/1/1990 3:00,0,0,0,-0.0055,1,0
18/1/1990 4:00,0,0,0,-0.0055,1,0
18/1/1990 5:00,0,0,0,-0.0055,1,0
18/1/1990 6:00,0,0,0,-0.0055,1,0.4068
18/1/1990 7:00,125.57,111.69,1.9034,1.8269,0.8016,92.694
18/1/1990 8:00,393.74,377.22,6.3815,6.2022,0.8679,317.2
18/1/1990 9:00,572.15,565.08,9.2554,8.998,0.8665,489.89
18/1/1990 10:00,711.55,705.33,11.202,10.877,0.8422,623.7
18/1/1990 11:00,880.97,876.23,13.358,12.965,0.8108,774.79
18/1/1990 12:00,865.39,860.31,13.09,12.706,0.809,765.5
18/1/1990 13:00,683.55,675.98,10.641,10.332,0.8328,619.7
18/1/1990 14:00,551.38,542.37,8.7274,8.481,0.8475,507.91
18/1/1990 15:00,419.08,410.19,6.7311,6.5372,0.8595,385.31
18/1/1990 16:00,288.07,275.57,4.5903,4.4502,0.8511,245.9
18/1/1990 17:00,115.71,101.39,1.6765,1.6021,0.7629,81.695
18/1/1990 18:00,0,0,0,-0.0055,1,0.0976
18/1/1990 19:00,0,0,0,-0.0055,1,0
18/1/1990 20:00,0,0,0,-0.0055,1,0
18/1/1990 21:00,0,0,0,-0.0055,1,0
18/1/1990 22:00,0,0,0,-0.0055,1,0
18/1/1990 23:00,0,0,0,-0.0055,1,0
19/1/1990 0:00,0,0,0,-0.0055,1,0
19/1/1990 1:00,0,0,0,-0.0055,1,0
19/1/1990 2:00,0,0,0,-0.0055,1,0
19/1/1990 3:00,0,0,0,-0.0055,1,0
19/1/1990 4:00,0,0,0,-0.0055,1,0
19/1/1990 5:00,0,0,0,-0.0055,1,0
19/1/1990 6:00,0,0,0,-0.0055,1,0.1952
19/1/1990 7:00,156.59,137.14,2.3482,2.2629,0.7962,108.4
